frequency [cm^-1], energy [eV]
(123.46150673798368+0j), (0.015307275822260026+0j)
(124.44498306705246+0j), (0.015429211345577983+0j)
(124.73483666962304+0j), (0.015465148611855153+0j)
(125.13216927217499+0j), (0.015514411575681982+0j)
(126.62951126948016+0j), (0.015700058321445796+0j)
(126.76109437641912+0j), (0.01571637254735055+0j)
(129.83739891553031+0j), (0.016097785696579176+0j)
(131.59404552816005+0j), (0.01631558211695519+0j)
(131.9869548721133+0j), (0.016364296666614785+0j)
(136.55783108890645+0j), (0.01693101308575221+0j)
(137.06054831549184+0j), (0.016993342077607745+0j)
(138.75629433566084+0j), (0.01720358778690655+0j)
(140.79557543212576+0j), (0.017456426416917418+0j)
(142.01964285892078+0j), (0.017608191434387684+0j)
(142.674045166057+0j), (0.017689326979212328+0j)
(142.91855513370754+0j), (0.0177196423513069+0j)
(146.1943819478303+0j), (0.018125793109665538+0j)
(147.3492004784298+0j), (0.018268972358320416+0j)
(148.36654773860613+0j), (0.018395107341846812+0j)
(148.5100178002322+0j), (0.018412895362287934+0j)
(148.58709849757167+0j), (0.018422452150682323+0j)
(151.29049546183538+0j), (0.018757630653540445+0j)
(151.381735985698+0j), (0.018768943036661576+0j)
(152.56614917346866+0j), (0.018915791555133045+0j)
(152.60921358331566+0j), (0.018921130861424273+0j)
(153.15034795746567+0j), (0.01898822297248687+0j)
(153.18292486897522+0j), (0.018992261994714037+0j)
(157.8902450645002+0j), (0.0195758953110441+0j)
(158.31986900805066+0j), (0.019629161890867483+0j)
(159.25866388333762+0j), (0.019745557619999795+0j)
(162.1564696930924+0j), (0.020104839747532886+0j)
(162.43608402791946+0j), (0.02013950750641695+0j)
(163.1260932698962+0j), (0.02022505774847954+0j)
(166.85880316436135+0j), (0.02068785478885843+0j)
(169.18024464009193+0j), (0.02097567684702962+0j)
(172.5436141546959+0j), (0.021392681516845334+0j)
(174.48282677692225+0j), (0.021633113237393052+0j)
(177.24024996603208+0j), (0.021974990138377073+0j)
(178.94659608925383+0j), (0.022186550092945193+0j)
(179.58766765962258+0j), (0.022266032837071018+0j)
(180.71539241189578+0j), (0.022405852885365674+0j)
(183.6933503111818+0j), (0.02277507260538894+0j)
(183.96441587043213+0j), (0.022808680451194403+0j)
(184.57358532810937+0j), (0.02288420783748292+0j)
(186.1300224240669+0j), (0.02307718144162321+0j)
(187.6506936818543+0j), (0.023265720647023765+0j)
(188.31616375780456+0j), (0.023348228420281784+0j)
(191.59052943816442+0j), (0.023754198021143542+0j)
(191.86839459423095+0j), (0.023788648909502875+0j)
(192.59088247112888+0j), (0.0238782259890487+0j)
(194.81937070639077+0j), (0.024154523314304982+0j)
(196.13036075456134+0j), (0.024317065363222087+0j)
(197.12456352725678+0j), (0.024440330796044015+0j)
(198.99773014907208+0j), (0.024672573856239523+0j)
(200.9626040049224+0j), (0.02491618716424231+0j)
(202.41584446404306+0j), (0.02509636601619037+0j)
(205.87820710786653+0j), (0.025525644269680126+0j)
(206.12333325002874+0j), (0.025556036037676984+0j)
(207.26916220356625+0j), (0.0256981007208349+0j)
(209.4441337790345+0j), (0.02596776282597933+0j)
(211.67796872117964+0j), (0.026244723058397243+0j)
(214.5896795277277+0j), (0.02660572918579755+0j)
(216.7872998298587+0j), (0.026878199375139314+0j)
(216.91705073824835+0j), (0.026894286437377457+0j)
(219.6587050515208+0j), (0.02723420824694694+0j)
(219.7521867151733+0j), (0.027245798495986177+0j)
(220.3366638502795+0j), (0.02731826442447887+0j)
(225.63011696102603+0j), (0.027974568959870293+0j)
(228.0499530800654+0j), (0.028274590398920225+0j)
(228.97743883607419+0j), (0.028389583975975574+0j)
(230.86253703167642+0j), (0.028623306362770735+0j)
(236.2130067969326+0j), (0.029286680062309764+0j)
(237.07559282620085+0j), (0.029393627098833943+0j)
(241.37790079227983+0j), (0.029927045298960415+0j)
(243.72397188774804+0j), (0.03021792104076695+0j)
(245.87412207668254+0j), (0.030484505686223726+0j)
(246.86499176260523+0j), (0.030607357868957283+0j)
(248.1399444701458+0j), (0.030765431857120076+0j)
(249.5598637168374+0j), (0.030941479405288845+0j)
(251.32322155700837+0j), (0.031160107911825104+0j)
(256.2442727539776+0j), (0.03177024049482797+0j)
(256.3461265905315+0j), (0.03178286876100485+0j)
(259.36942322603596+0j), (0.032157709767849124+0j)
(263.9776347438005+0j), (0.03272905517431204+0j)
(264.1462776969145+0j), (0.03274996423550044+0j)
(265.23296259641756+0j), (0.032884695990588124+0j)
(265.4727859465089+0j), (0.032914430296166114+0j)
(266.19445174344133+0j), (0.03300390545078722+0j)
(266.8170420312092+0j), (0.03308109680792292+0j)
(267.91462127650925+0j), (0.0332171792897304+0j)
(272.3563366700456+0j), (0.03376788180786127+0j)
(275.30623483017615+0j), (0.034133622563646195+0j)
(276.1192235808769+0j), (0.034234420321394135+0j)
(278.4030353571924+0j), (0.03451757689148507+0j)
(278.8683906358895+0j), (0.034575273592218514+0j)
(282.1721713214741+0j), (0.03498489018889447+0j)
(282.24368990081945+0j), (0.034993757362553536+0j)
(284.6584522085365+0j), (0.035293149729178935+0j)
(284.937985711774+0j), (0.035327807466223236+0j)
(285.8056471683019+0j), (0.03543538377552265+0j)
(291.63693384481365+0j), (0.03615837117389832+0j)
(292.0804453430945+0j), (0.036213359591048745+0j)
(294.66781192810345+0j), (0.03653415216046137+0j)
(296.9019322607392+0j), (0.036811147776790204+0j)
(298.1439712032901+0j), (0.03696514097821746+0j)
(300.2315534380227+0j), (0.03722396818608978+0j)
(304.2219700575239+0j), (0.03771871678793592+0j)
(305.12418548472004+0j), (0.03783057724355549+0j)
(309.0347423093521+0j), (0.03831542449283054+0j)
(310.0673431198992+0j), (0.0384434506755571+0j)
(319.17782563815916+0j), (0.03957300653847756+0j)
(320.6201315804613+0j), (0.03975182968313396+0j)
