frequency [cm^-1], energy [eV]
(75.85120378058824+0j), (0.009404350622287559+0j)
(76.22837537419294+0j), (0.009451113939601363+0j)
(76.35603242658615+0j), (0.009466941396784325+0j)
(77.37604333006685+0j), (0.009593406629987965+0j)
(77.85249468173694+0j), (0.009652479068423214+0j)
(78.08369202405565+0j), (0.009681143885350782+0j)
(78.54267457464027+0j), (0.009738050468503972+0j)
(79.01870809098907+0j), (0.009797071101962266+0j)
(79.5631917398001+0j), (0.00986457847015557+0j)
(80.59846079991414+0j), (0.009992935473663141+0j)
(81.66599102666292+0j), (0.010125292352022993+0j)
(81.80338017369054+0j), (0.01014232643514819+0j)
(81.99376760739797+0j), (0.010165931468310768+0j)
(82.7454884877194+0j), (0.010259132978323541+0j)
(83.04159860360204+0j), (0.010295845953382208+0j)
(83.88290781378315+0j), (0.010400155000568716+0j)
(84.82327570123596+0j), (0.010516745758351908+0j)
(84.9985032470797+0j), (0.010538471204985087+0j)
(85.62463266653494+0j), (0.010616101358522523+0j)
(86.3468238062487+0j), (0.01070564164734673+0j)
(86.88876375029776+0j), (0.010772833636346707+0j)
(87.21092515638378+0j), (0.01081277655971238+0j)
(87.91284403411301+0j), (0.010899803408405025+0j)
(88.36986678000987+0j), (0.01095646700674695+0j)
(88.81414171986766+0j), (0.011011550078588556+0j)
(89.33989859407696+0j), (0.011076735622663038+0j)
(89.55813948528166+0j), (0.01110379404439813+0j)
(90.00528057209307+0j), (0.011159232473169401+0j)
(90.19599964849812+0j), (0.011182878624785664+0j)
(90.33203366015286+0j), (0.01119974469253929+0j)
(91.09269115735516+0j), (0.011294054201823478+0j)
(91.4845175084754+0j), (0.011342634477485885+0j)
(91.84511880541999+0j), (0.011387343339867661+0j)
(92.63940198053352+0j), (0.011485821901839582+0j)
(93.058723373344+0j), (0.011537811128178333+0j)
(93.36976827227986+0j), (0.011576375780327143+0j)
(93.59717386251761+0j), (0.011604570479916226+0j)
(94.07168299217918+0j), (0.011663402113514585+0j)
(94.33281710291878+0j), (0.01169577861664746+0j)
(94.61514992389606+0j), (0.01173078342485499+0j)
(95.41700936084038+0j), (0.011830201323569267+0j)
(95.56095251314139+0j), (0.011848047999778016+0j)
(96.10828888005938+0j), (0.011915909059936208+0j)
(96.71880290335834+0j), (0.01199160315111418+0j)
(97.41980608640529+0j), (0.012078516468136584+0j)
(97.75482369548784+0j), (0.012120053357512348+0j)
(98.48242854342007+0j), (0.01221026486060496+0j)
(98.93225443397388+0j), (0.012266036162613398+0j)
(99.30212412994618+0j), (0.012311894160009777+0j)
(99.94505605307005+0j), (0.012391607558478818+0j)
(100.156037527463+0j), (0.01241776592724694+0j)
(100.54706444425715+0j), (0.012466247085686053+0j)
(100.60226568363166+0j), (0.012473091167045189+0j)
(100.81159215583877+0j), (0.012499044341695608+0j)
(101.1320461138091+0j), (0.012538775568477063+0j)
(101.34723610468498+0j), (0.012565455726783548+0j)
(101.62925432324545+0j), (0.012600421529262933+0j)
(101.97548763298968+0j), (0.012643348988283473+0j)
(102.24876133206347+0j), (0.012677230608532684+0j)
(102.49194563431844+0j), (0.012707381619067171+0j)
(102.85846024910276+0j), (0.012752823639415259+0j)
(102.94966057425695+0j), (0.012764131038531792+0j)
(103.29816212698324+0j), (0.012807339723837964+0j)
(103.36449208778109+0j), (0.01281556359079082+0j)
(103.74497698346973+0j), (0.012862737705204231+0j)
(104.19972911736936+0j), (0.01291911978354008+0j)
(104.32509061920311+0j), (0.012934662628729346+0j)
(104.72666316805814+0j), (0.012984451278895567+0j)
(104.90107639518303+0j), (0.013006075762875963+0j)
(105.20625453134342+0j), (0.013043913029150742+0j)
(105.55836841962996+0j), (0.013087569586982076+0j)
(105.92551248658326+0j), (0.013133089649452133+0j)
(106.40392791960328+0j), (0.013192405602937175+0j)
(106.78527337114403+0j), (0.013239686412677226+0j)
(106.97893489462491+0j), (0.013263697381232568+0j)
(107.27045566367508+0j), (0.013299841349807637+0j)
(107.35228700476951+0j), (0.013309987142955101+0j)
(107.79223549107444+0j), (0.013364533802925382+0j)
(107.94397278289819+0j), (0.013383346829267255+0j)
(108.3639543638753+0j), (0.013435417908505975+0j)
(108.398378154034+0j), (0.013439685914500146+0j)
(108.68067676611079+0j), (0.013474686481344604+0j)
(109.08259092091112+0j), (0.01352451748524978+0j)
(109.36334113895654+0j), (0.013559326075703006+0j)
(109.60524222719125+0j), (0.013589317987977105+0j)
(109.83976604558823+0j), (0.013618395235371396+0j)
(110.06308668625982+0j), (0.013646083465767114+0j)
(110.41140558725625+0j), (0.013689269505145155+0j)
(111.05272311179615+0j), (0.013768782743701486+0j)
(111.17572371230187+0j), (0.013784032874434464+0j)
(111.49995047504228+0j), (0.013824231869387268+0j)
(111.66991583753239+0j), (0.013845304888440792+0j)
(111.99371415070995+0j), (0.013885450762418424+0j)
(112.29414000192624+0j), (0.013922698820458608+0j)
(112.55133087837041+0j), (0.013954586424852217+0j)
(112.72277940053536+0j), (0.013975843332267639+0j)
(112.81858195698324+0j), (0.013987721335337353+0j)
(112.89748727329972+0j), (0.01399750434765116+0j)
(113.11860477482443+0j), (0.014024919423608001+0j)
(113.3829909103044+0j), (0.014057699126418223+0j)
(113.78335044712986+0j), (0.014107337382261526+0j)
(113.90928751068259+0j), (0.01412295158800857+0j)
(114.17800229611909+0j), (0.014156267975009462+0j)
(114.54949807777543+0j), (0.014202327581334275+0j)
(114.87800363264746+0j), (0.014243057078895345+0j)
(114.97159884225262+0j), (0.014254661405838389+0j)
(115.18639266899905+0j), (0.014281292446053247+0j)
(115.49973639647469+0j), (0.014320142116613513+0j)
(115.59185650658425+0j), (0.014331563554529516+0j)
(115.8845356952927+0j), (0.014367851148836165+0j)
(116.106877420308+0j), (0.01439541800915992+0j)
(116.2933861670254+0j), (0.014418542146429087+0j)
(116.42797990002369+0j), (0.014435229642389465+0j)
(116.68386983809893+0j), (0.01446695595098354+0j)
(116.92364690531507+0j), (0.014496684518216398+0j)
(117.11708551548145+0j), (0.014520667849043354+0j)
(117.17918386382973+0j), (0.014528367062922959+0j)
(117.43419289718159+0j), (0.014559984153251921+0j)
(117.49152459015914+0j), (0.01456709237719112+0j)
(117.74938284672487+0j), (0.01459906272617346+0j)
(117.85044693162462+0j), (0.014611593075625356+0j)
(118.2106834080411+0j), (0.014656256706026764+0j)
(118.28015539923051+0j), (0.014664870135095914+0j)
(118.54105222711922+0j), (0.014697217218904964+0j)
(118.67429156072114+0j), (0.014713736790743231+0j)
(118.86455211720707+0j), (0.014737326093135331+0j)
(118.98387416661797+0j), (0.014752120141663235+0j)
(119.1960344063389+0j), (0.014778424658704464+0j)
(119.47480031403717+0j), (0.014812987226031917+0j)
(119.57552795080483+0j), (0.014825475861232191+0j)
(119.72449921475491+0j), (0.014843945943828171+0j)
(119.85182482895665+0j), (0.014859732307912979+0j)
(119.98159529518959+0j), (0.014875821795014626+0j)
(120.0685009894871+0j), (0.014886596727771281+0j)
(120.31556710851439+0j), (0.014917229022242724+0j)
(120.41003026021286+0j), (0.014928940960289594+0j)
(120.61137849468201+0j), (0.014953904959537436+0j)
(120.84360858617859+0j), (0.014982697821042933+0j)
(120.88003010400222+0j), (0.014987213513698255+0j)
(121.46838487418408+0j), (0.015060160207663601+0j)
(121.56558133028363+0j), (0.015072211032262878+0j)
(121.77638250412463+0j), (0.015098347046611775+0j)
(122.05542518798111+0j), (0.01513294392980906+0j)
(122.1116315374742+0j), (0.015139912628939543+0j)
(122.46453526507224+0j), (0.015183667114363987+0j)
(122.62650079012214+0j), (0.015203748279993186+0j)
(122.78747203102708+0j), (0.015223706170100689+0j)
(122.93009268470803+0j), (0.015241388877379473+0j)
(123.09494478909977+0j), (0.015261827933231591+0j)
(123.21435475638587+0j), (0.01527663288218669+0j)
(123.29452917155874+0j), (0.015286573242703622+0j)
(123.67562351591188+0j), (0.015333822919120558+0j)
(123.95405759763926+0j), (0.015368344345271333+0j)
(124.06228296864988+0j), (0.015381762581034013+0j)
(124.3649339863032+0j), (0.015419286524548966+0j)
(124.59038195956971+0j), (0.015447238510569061+0j)
(124.7708453214767+0j), (0.015469613115654555+0j)
(124.82055052221367+0j), (0.015475775775074356+0j)
(124.99371380092576+0j), (0.015497245285204006+0j)
(125.40091426101897+0j), (0.01554773170742811+0j)
(125.54155646808083+0j), (0.015565169118590733+0j)
(125.83178025018094+0j), (0.015601152281279765+0j)
(126.05506871125965+0j), (0.015628836521914487+0j)
(126.14429362621696+0j), (0.015639899001383233+0j)
(126.40013311933177+0j), (0.015671619055599377+0j)
(126.52437747541234+0j), (0.01568702339236906+0j)
(126.75843632528512+0j), (0.015716042991014062+0j)
(126.87997681396836+0j), (0.01573111209095462+0j)
(126.9965247359841+0j), (0.01574556219152396+0j)
(127.2565115637644+0j), (0.01577779644969994+0j)
(127.47478793969483+0j), (0.01580485927098027+0j)
(127.74811295728443+0j), (0.015838747253914476+0j)
(127.78927131317027+0j), (0.015843850239635138+0j)
(128.02266404199295+0j), (0.015872787249796374+0j)
(128.23882399092605+0j), (0.015899587667574093+0j)
(128.37486571017627+0j), (0.015916454690947757+0j)
(128.6067693632517+0j), (0.01594520707924761+0j)
(128.78560997916102+0j), (0.015967380489473007+0j)
(129.1260619912107+0j), (0.016009591158938977+0j)
(129.31642084530964+0j), (0.016033192648681735+0j)
(129.48613073480044+0j), (0.016054233993120486+0j)
(129.6189546256864+0j), (0.01607070205662705+0j)
(129.72739370002944+0j), (0.01608414678822588+0j)
(129.90945455921224+0j), (0.01610671945772896+0j)
(130.18502989722535+0j), (0.01614088644483476+0j)
(130.44082165580159+0j), (0.016172600580722448+0j)
(130.53198505311465+0j), (0.01618390340137024+0j)
(130.60271025445613+0j), (0.01619267220869426+0j)
(130.8300467190621+0j), (0.01622085833779737+0j)
(131.09598939150519+0j), (0.016253831026593682+0j)
(131.25243519751243+0j), (0.016273227834287522+0j)
(131.3859616106892+0j), (0.016289782999456468+0j)
(131.6537403617875+0j), (0.016322983332991203+0j)
(131.86103528930417+0j), (0.016348684628203703+0j)
(131.93538097079153+0j), (0.0163579023178528+0j)
(132.0392605148118+0j), (0.01637078173974406+0j)
(132.56842681559527+0j), (0.016436389998835926+0j)
(132.66956797033072+0j), (0.016448929903729544+0j)
(132.77679200925309+0j), (0.016462223990136936+0j)
(132.93494322559516+0j), (0.016481832241762372+0j)
(133.25228537563925+0j), (0.01652117765353564+0j)
(133.3312422811586+0j), (0.01653096706209536+0j)
(133.77011341780454+0j), (0.016585380147732857+0j)
(133.83291839096754+0j), (0.016593166971922972+0j)
(134.12696922325145+0j), (0.01662962462835744+0j)
(134.17384440768808+0j), (0.016635436410477624+0j)
(134.36134260188044+0j), (0.01665868322359784+0j)
(134.64467130947708+0j), (0.01669381150600857+0j)
(134.83019075095783+0j), (0.01671681298506199+0j)
(135.2048541260227+0j), (0.016763265322913237+0j)
(135.29148745776732+0j), (0.016774006487017372+0j)
(135.60571859800532+0j), (0.016812966182736738+0j)
(135.94710562271194+0j), (0.016855292778996535+0j)
(136.25772083651262+0j), (0.016893804156978727+0j)
(136.575651209407+0j), (0.016933222499089975+0j)
(136.68302688014037+0j), (0.016946535385445754+0j)
(136.85900733921105+0j), (0.016968354181421084+0j)
(137.1072853537605+0j), (0.016999136731786168+0j)
(137.2750099819067+0j), (0.017019931935190486+0j)
(137.40202835677192+0j), (0.017035680206452748+0j)
(137.80940666973413+0j), (0.01708618867962207+0j)
(138.04032960639515+0j), (0.017114819474584406+0j)
(138.28549047679363+0j), (0.01714521554833377+0j)
(138.5302254825969+0j), (0.01717555882160309+0j)
(138.99309233653136+0j), (0.017232946996989556+0j)
(139.01177493701795+0j), (0.017235263344216163+0j)
(139.53135760633452+0j), (0.017299683384452463+0j)
(139.71230494707805+0j), (0.017322117995265562+0j)
(139.82099688181407+0j), (0.01733559407755727+0j)
(139.88660692497604+0j), (0.01734372868609985+0j)
(140.0496049060706+0j), (0.017363937859963097+0j)
(140.29928185597413+0j), (0.017394893856205268+0j)
(140.4916759499333+0j), (0.017418747683528604+0j)
(140.87888986291475+0j), (0.01746675608975033+0j)
(141.04683023827073+0j), (0.017487578042399293+0j)
(141.22992361572045+0j), (0.017510278727850995+0j)
(141.54504611471774+0j), (0.01754934893797072+0j)
(141.6898239684578+0j), (0.017567299103967458+0j)
(141.79372961330003+0j), (0.01758018176194818+0j)
(141.7965154968852+0j), (0.017580527167488525+0j)
(141.94798173708892+0j), (0.017599306587712835+0j)
(142.15495470277835+0j), (0.017624967964746593+0j)
(142.50677228920566+0j), (0.017668587785829724+0j)
(142.74054850534716+0j), (0.017697572342358397+0j)
(142.9936841795962+0j), (0.01772895716576256+0j)
(143.15181197311875+0j), (0.01774856251332852+0j)
(143.34982081450278+0j), (0.017773112480604914+0j)
(143.53523466325856+0j), (0.017796100867829078+0j)
(143.8990513343325+0j), (0.017841208385791615+0j)
(144.05227923012393+0j), (0.01786020622347005+0j)
(144.11212916084594+0j), (0.017867626669094853+0j)
(144.2148995194286+0j), (0.017880368569519862+0j)
(144.7656617315562+0j), (0.017948654380346776+0j)
(144.84318940221783+0j), (0.01795826658636977+0j)
(144.87332755965934+0j), (0.017962003241631164+0j)
(145.28353003886764+0j), (0.01801286186678582+0j)
(145.41939180927557+0j), (0.018029706579346702+0j)
(145.78299803286365+0j), (0.018074788005146607+0j)
(146.07418205472754+0j), (0.01811089022239206+0j)
(146.14625696155954+0j), (0.01811982637186805+0j)
(146.33353301005076+0j), (0.018143045642431802+0j)
(146.4770088680632+0j), (0.018160834381533233+0j)
(146.86977789030428+0j), (0.018209531533517967+0j)
(147.03592429791843+0j), (0.0182301310625163+0j)
(147.23966626215497+0j), (0.01825539184642814+0j)
(147.2857047577436+0j), (0.01826109989235303+0j)
(147.52897032072994+0j), (0.018291260977934078+0j)
(147.82456646090702+0j), (0.01832791022812741+0j)
(148.08518555992416+0j), (0.018360222877945226+0j)
(148.17577759774568+0j), (0.018371454859045032+0j)
(148.41038120687705+0j), (0.018400541999229483+0j)
(148.65301164155963+0j), (0.018430624338937544+0j)
(148.77787740601167+0j), (0.01844610572052542+0j)
(148.8522778588578+0j), (0.01845533020095748+0j)
(149.0963090627521+0j), (0.018485586213911994+0j)
(149.39160459103036+0j), (0.01852219819298032+0j)
(149.57485257354512+0j), (0.018544918047016922+0j)
(149.81953774032306+0j), (0.01857525514103469+0j)
(149.8521747442253+0j), (0.018579301613768934+0j)
(150.19869266763948+0j), (0.01862226436038691+0j)
(150.25723748770443+0j), (0.01862952299291438+0j)
(150.56122842241672+0j), (0.01866721306497047+0j)
(150.8474347956481+0j), (0.018702698132445298+0j)
(150.9600317126936+0j), (0.018716658370834492+0j)
(151.340344622872+0j), (0.018763811161762456+0j)
(151.50211615094173+0j), (0.01878386827483177+0j)
(151.57846969706503+0j), (0.018793334907966235+0j)
(151.85876308343825+0j), (0.018828086858511242+0j)
(152.05055019451234+0j), (0.01885186542954874+0j)
(152.65968574116428+0j), (0.018927388611406002+0j)
(152.69764000656104+0j), (0.01893209434053899+0j)
(152.91987851760874+0j), (0.018959648403961808+0j)
(153.19649017088534+0j), (0.018993943877783803+0j)
(153.50835584006697+0j), (0.01903261029247278+0j)
(153.7298259119793+0j), (0.019060069081586157+0j)
(153.83884293143927+0j), (0.019073585469246448+0j)
(154.17420413488628+0j), (0.01911516495889372+0j)
(154.34318979983547+0j), (0.019136116510933943+0j)
(154.67497920937697+0j), (0.019177253154580572+0j)
(154.98727603525344+0j), (0.01921597302588631+0j)
(155.25119585294928+0j), (0.019248694912660336+0j)
(155.51268379720455+0j), (0.019281115285557662+0j)
(155.7833009786202+0j), (0.01931466753959716+0j)
(156.0849971486376+0j), (0.019352073097094337+0j)
(156.19644524601867+0j), (0.019365890899999485+0j)
(156.53269284051115+0j), (0.019407580288129108+0j)
(156.66930872665077+0j), (0.01942451849912373+0j)
(156.8598839474959+0j), (0.019448146814923854+0j)
(157.1082669232118+0j), (0.019478942378814923+0j)
(157.3970253335229+0j), (0.019514743858558805+0j)
(157.56322736411371+0j), (0.019535350283927264+0j)
(158.0238417366066+0j), (0.019592459187210042+0j)
(158.21028873384668+0j), (0.019615575668519823+0j)
(158.39748809336564+0j), (0.019638785430862903+0j)
(158.56948155977997+0j), (0.01966010990275371+0j)
(158.66435285752092+0j), (0.019671872444460076+0j)
(159.0081130941131+0j), (0.019714493281490757+0j)
(159.2691793472208+0j), (0.019746861371349605+0j)
(159.39082471821393+0j), (0.019761943475039175+0j)
(159.71872850521353+0j), (0.019802598362893564+0j)
(159.9285589778537+0j), (0.019828614025633164+0j)
(160.40573223192297+0j), (0.019887775968557973+0j)
(160.54399537905837+0j), (0.01990491841388506+0j)
(160.7637589314696+0j), (0.019932165621547746+0j)
(161.21804795900243+0j), (0.0199884902820124+0j)
(161.38513021191895+0j), (0.020009205841039438+0j)
(161.39865887940562+0j), (0.020010883182019615+0j)
(161.73414540446396+0j), (0.020052478209566283+0j)
(162.30435268141414+0j), (0.020123174901148542+0j)
(162.36431182297974+0j), (0.02013060888719213+0j)
(162.55581644494805+0j), (0.02015435243404457+0j)
(162.60664253842347+0j), (0.020160654066450918+0j)
(163.29809306236615+0j), (0.020246383004701277+0j)
(163.36724618602395+0j), (0.020254956899235444+0j)
(163.81090504975197+0j), (0.020309963587372564+0j)
(163.91322399006165+0j), (0.02032264951906531+0j)
(163.97014450733+0j), (0.020329706763714213+0j)
(164.23224054251807+0j), (0.02036220253027779+0j)
(164.65581672289244+0j), (0.02041471928303774+0j)
(165.1828089526904+0j), (0.020480057991683384+0j)
(165.3402061647182+0j), (0.020499572758689084+0j)
(165.56990749605117+0j), (0.020528052093895285+0j)
(165.784821418043+0j), (0.02055469802402276+0j)
(166.03638424693318+0j), (0.020585887839457476+0j)
(166.26930125973635+0j), (0.020614765868349847+0j)
(166.6296876496526+0j), (0.0206594480856562+0j)
(166.7213230026258+0j), (0.020670809421347722+0j)
(166.99087809519025+0j), (0.02070422999315344+0j)
(167.20704188430938+0j), (0.02073103088705354+0j)
(167.31208412445804+0j), (0.020744054464891092+0j)
(167.605863884337+0j), (0.020780478512630995+0j)
(167.86515152970583+0j), (0.020812626083236852+0j)
(168.0412450261003+0j), (0.02083445889405405+0j)
(168.30199516893313+0j), (0.020866787791234173+0j)
(168.4403700881474+0j), (0.020883944094532748+0j)
(168.74753904477802+0j), (0.020922028191085688+0j)
(168.80258968125824+0j), (0.02092885360006585+0j)
(168.9915552298645+0j), (0.020952282341945367+0j)
(169.38832385396796+0j), (0.021001475381356913+0j)
(169.42315358232887+0j), (0.021005793717273274+0j)
(169.80953531604666+0j), (0.021053698946416906+0j)
(169.89558766505712+0j), (0.021064368077843044+0j)
(170.4131248808184+0j), (0.021128534514161978+0j)
(170.60251443908646+0j), (0.021152015826539104+0j)
(170.9680681448994+0j), (0.021197338709359605+0j)
(171.09983226496962+0j), (0.021213675378032152+0j)
(171.43080431185194+0j), (0.021254710681625506+0j)
(171.4584173879943+0j), (0.02125813426670866+0j)
(171.6672177391032+0j), (0.021284022210656985+0j)
(171.94424334753273+0j), (0.021318369008376373+0j)
(172.38776882197095+0j), (0.021373359158349457+0j)
(172.4283535655199+0j), (0.02137839102520491+0j)
(172.72769659428258+0j), (0.021415504830372262+0j)
(172.8273599701622+0j), (0.021427861514040514+0j)
(172.95744457458912+0j), (0.021443989949314013+0j)
(173.29509704815482+0j), (0.02148585352024797+0j)
(173.36850289115634+0j), (0.021494954684776718+0j)
(173.60997556916757+0j), (0.021524893480953104+0j)
(174.14872852703394+0j), (0.021591690334029103+0j)
(174.30757681602483+0j), (0.021611385011647433+0j)
(174.57176918903795+0j), (0.021644140690973715+0j)
(174.65723839214905+0j), (0.021654737521523557+0j)
(174.90830655298464+0j), (0.021685866005936548+0j)
(175.066874696027+0j), (0.021705525949884296+0j)
(175.33855325674122+0j), (0.021739209798184257+0j)
(175.64907064594655+0j), (0.02177770904746251+0j)
(175.9684693291517+0j), (0.021817309436849168+0j)
(176.15428063194213+0j), (0.02184034710209282+0j)
(176.3707338705728+0j), (0.0218671838831583+0j)
(176.67618212448272+0j), (0.021905054639765453+0j)
(176.7781944418415+0j), (0.02191770255505773+0j)
(176.9980984937402+0j), (0.021944967182436607+0j)
(177.12374532805708+0j), (0.021960545404344785+0j)
(177.31037804330953+0j), (0.021983684911753273+0j)
(177.76969894293256+0j), (0.02204063344484043+0j)
(177.82392989397653+0j), (0.02204735722577966+0j)
(177.9459643292778+0j), (0.022062487567295213+0j)
(178.30040641121641+0j), (0.02210643278434788+0j)
(178.61910514696137+0j), (0.02214594639131047+0j)
(178.83410084099552+0j), (0.022172602459878978+0j)
(178.95775787633022+0j), (0.02218793397815737+0j)
(179.18878860455746+0j), (0.022216578137570532+0j)
(179.37049338987237+0j), (0.022239106659540885+0j)
(179.4551190288238+0j), (0.022249598901465436+0j)
(179.85262287741128+0j), (0.02229888309709454+0j)
(180.03232275988697+0j), (0.022321163042795515+0j)
(180.41489565943692+0j), (0.022368596036691835+0j)
(180.65342486039842+0j), (0.022398169888228653+0j)
(180.68415961395883+0j), (0.022401980511981015+0j)
(181.30055253079195+0j), (0.0224784034930554+0j)
(181.5187671370363+0j), (0.022505458655870777+0j)
(181.75982113857853+0j), (0.022535345542781186+0j)
(182.01558978710773+0j), (0.02256705681338824+0j)
(182.12096642117396+0j), (0.02258012185078728+0j)
(182.23770650606605+0j), (0.022594595776516613+0j)
(182.40771525095954+0j), (0.022615674174302602+0j)
(182.4630330679124+0j), (0.022622532709439223+0j)
(182.80435482199172+0j), (0.022664851213172684+0j)
(183.09131405274837+0j), (0.022700429623083537+0j)
(183.24501587887647+0j), (0.02271948622063439+0j)
(183.32757066146544+0j), (0.02272972170909492+0j)
(183.75201162320332+0j), (0.022782345681078148+0j)
(183.9568407120874+0j), (0.022807741251266878+0j)
(184.05171125215824+0j), (0.022819503699034127+0j)
(184.44458751051263+0j), (0.022868214146602298+0j)
(184.59330915704496+0j), (0.02288665328058308+0j)
(184.6856277158748+0j), (0.022898099323004392+0j)
(184.89993698485014+0j), (0.02292467028571291+0j)
(185.12287086137255+0j), (0.02295231056346601+0j)
(185.34062076884334+0j), (0.02297930811097692+0j)
(185.38934050160987+0j), (0.022985348587941344+0j)
(185.91193263541751+0j), (0.02305014175421716+0j)
(186.11548405143907+0j), (0.023075378913161495+0j)
(186.21372477129967+0j), (0.023087559209965056+0j)
(186.61149876628238+0j), (0.023136876899478152+0j)
(186.9523408038248+0j), (0.023179135925941802+0j)
(187.02366687573084+0j), (0.023187979231720512+0j)
(187.21772175474595+0j), (0.023212038970146058+0j)
(187.48734346866746+0j), (0.02324546780194726+0j)
(187.67508766687342+0j), (0.02326874511567766+0j)
(187.87144683862203+0j), (0.023293090549988335+0j)
(188.28083661318152+0j), (0.023343848412609388+0j)
(188.4561685427708+0j), (0.02336558680117748+0j)
(188.95979266207215+0j), (0.023428028233398526+0j)
(189.1173707885254+0j), (0.023447565430934063+0j)
(189.21516221036683+0j), (0.023459690021883327+0j)
(189.4881699695827+0j), (0.023493538669792702+0j)
(189.82272067294915+0j), (0.023535017670237992+0j)
(189.8930018755056+0j), (0.02354373142872901+0j)
(189.99361576909985+0j), (0.023556205961573217+0j)
(190.2430779539122+0j), (0.023587135330337933+0j)
(190.40890727496827+0j), (0.023607695545613858+0j)
(190.629795524642+0j), (0.023635082197963952+0j)
(190.76437545609264+0j), (0.023651767982750524+0j)
(190.903209277852+0j), (0.023668981182712837+0j)
(190.97657582708337+0j), (0.02367807747543503+0j)
(191.1912703752037+0j), (0.023704696206669113+0j)
(191.36303905823297+0j), (0.023725992808972335+0j)
(191.69449180531424+0j), (0.023767087711794043+0j)
(191.8815756734949+0j), (0.023790283155036236+0j)
(191.92917376364835+0j), (0.023796184566041514+0j)
(192.29917799784363+0j), (0.023842059244051486+0j)
(192.58599710917215+0j), (0.023877620281367504+0j)
(192.7087951834503+0j), (0.023892845302048705+0j)
(192.87217233875677+0j), (0.023913101487522286+0j)
(192.88965639679728+0j), (0.02391526923442567+0j)
(193.00554588204744+0j), (0.023929637699241096+0j)
(193.277891729933+0j), (0.023963404280605432+0j)
(193.6797317825212+0j), (0.024013226097007307+0j)
(193.9248292788895+0j), (0.024043614313378397+0j)
(194.22949477555278+0j), (0.024081388020456576+0j)
(194.50119442415118+0j), (0.024115074483320932+0j)
(194.59921194130885+0j), (0.024127227106516515+0j)
(194.94215716154048+0j), (0.024169746894397867+0j)
(195.0930383816969+0j), (0.024188453781381156+0j)
