frequency [cm^-1], energy [eV]
(195.48860624671173+0j), (0.024237497945640826+0j)
(195.69358963284208+0j), (0.024262912646249794+0j)
(195.88254199349439+0j), (0.02428633975303143+0j)
(196.14144983291828+0j), (0.024318440233702037+0j)
(196.35926353378994+0j), (0.024345445690586553+0j)
(196.62957228434718+0j), (0.024378959704073618+0j)
(196.98481930508032+0j), (0.02442300472081668+0j)
(197.1187159869971+0j), (0.024439605793458174+0j)
(197.19816643568402+0j), (0.024449456393571406+0j)
(197.6013133210362+0j), (0.02449944023658466+0j)
(197.77864863978917+0j), (0.02452142701375028+0j)
(197.91595075514283+0j), (0.024538450306323234+0j)
(197.96520710097585+0j), (0.02454455731482802+0j)
(198.186925120204+0j), (0.024572046845490345+0j)
(198.3414717253615+0j), (0.024591208182291133+0j)
(198.60460776095286+0j), (0.024623832892470002+0j)
(198.7723286800106+0j), (0.024644627636005962+0j)
(199.2238991431714+0j), (0.02470061523744888+0j)
(199.5619071079948+0j), (0.024742522883681103+0j)
(199.68201392992705+0j), (0.024757414231600206+0j)
(199.8245318940993+0j), (0.02477508420700267+0j)
(199.90795027819996+0j), (0.024785426768403496+0j)
(200.15795974442926+0j), (0.024816423991415443+0j)
(200.36613861224185+0j), (0.02484223488125608+0j)
(200.66533843859207+0j), (0.024879330931587253+0j)
(200.81359795009095+0j), (0.02489771276812683+0j)
(201.12341532786795+0j), (0.024936125227049966+0j)
(201.261204747741+0j), (0.024953208937682644+0j)
(201.32010480498863+0j), (0.024960511614007093+0j)
(201.43005698949494+0j), (0.02497414394735509+0j)
(201.9857875262337+0j), (0.02504304575192132+0j)
(202.31182291223956+0j), (0.025083468987578086+0j)
(202.34865944264516+0j), (0.025088036135235293+0j)
(202.59005322672908+0j), (0.02511796514981142+0j)
(202.71880630721895+0j), (0.02513392849715827+0j)
(202.85671018836814+0j), (0.0251510263991804+0j)
(203.3942126861068+0j), (0.025217668214961096+0j)
(203.5148278127772+0j), (0.02523262258463519+0j)
(203.75094709266818+0j), (0.02526189764404229+0j)
(204.00401298296654+0j), (0.02529327381533934+0j)
(204.20339272358197+0j), (0.025317993752456646+0j)
(204.54625087966338+0j), (0.02536050274575921+0j)
(204.66173169693957+0j), (0.025374820542203882+0j)
(205.11066006713475+0j), (0.025430480565871008+0j)
(205.36358987058495+0j), (0.02546183986454941+0j)
(205.58099185418587+0j), (0.02548879427499856+0j)
(206.14039093861572+0j), (0.02555815092150588+0j)
(206.40928026592263+0j), (0.025591488948940488+0j)
(206.83580338760538+0j), (0.025644371075853333+0j)
(207.39163917295983+0j), (0.025713285929584707+0j)
(207.55886071875372+0j), (0.02573401875872735+0j)
(207.81463204048723+0j), (0.025765730360769495+0j)
(208.01527217124945+0j), (0.02579060656634756+0j)
(208.37625307117608+0j), (0.025835362493500394+0j)
(208.5291411501014+0j), (0.025854318199257428+0j)
(208.7756852078852+0j), (0.02588488576638461+0j)
(209.52487275192306+0j), (0.025977773182731527+0j)
(209.81518322999636+0j), (0.026013767094351214+0j)
(210.0161037621998+0j), (0.026038678065276915+0j)
(210.30998890253866+0j), (0.02607511517852856+0j)
(210.69056197975698+0j), (0.026122300226058152+0j)
(210.84141179694987+0j), (0.02614100321957021+0j)
(211.0500630893177+0j), (0.026166872682590155+0j)
(211.17965873374757+0j), (0.026182940494550864+0j)
(211.72482212523173+0j), (0.02625053214009393+0j)
(212.02542624906116+0j), (0.026287802301120974+0j)
(212.20513590294192+0j), (0.026310083458321764+0j)
(212.37997363823155+0j), (0.026331760574606254+0j)
(212.9015725759145+0j), (0.026396430600257696+0j)
(213.3547311103291+0j), (0.026452615097440423+0j)
(213.74910794607018+0j), (0.026501511592891516+0j)
(214.27035815825747+0j), (0.02656613838209226+0j)
(214.48133634043936+0j), (0.026592296342678238+0j)
(214.76810804331615+0j), (0.026627851502095415+0j)
(214.81486610110372+0j), (0.026633648762362024+0j)
(214.99841965421427+0j), (0.026656406502323694+0j)
(215.50834976725238+0j), (0.026719629778116982+0j)
(216.01980171467784+0j), (0.026783041737325358+0j)
(216.2439804326241+0j), (0.026810836355743283+0j)
(216.45711615008037+0j), (0.026837261816608605+0j)
(216.9344748944354+0j), (0.026896446757397618+0j)
(217.44720056341657+0j), (0.026960016637950786+0j)
(217.6961432383469+0j), (0.026990881595699737+0j)
(217.7968804120283+0j), (0.027003371413326607+0j)
(218.06392072969118+0j), (0.02703648019278452+0j)
(218.33731304707112+0j), (0.027070376519829218+0j)
(218.6084898742355+0j), (0.027103998161097695+0j)
(219.1265804779374+0j), (0.0271682332087763+0j)
(219.4084347372596+0j), (0.02720317868290112+0j)
(219.89747550722555+0j), (0.02726381201025947+0j)
(220.05841985186498+0j), (0.02728376656565508+0j)
(220.4440385068153+0j), (0.027331577185090175+0j)
(220.6203937394298+0j), (0.027353442447062542+0j)
(220.83526931785264+0j), (0.027380083623193385+0j)
(221.54053194748425+0j), (0.027467525044281942+0j)
(221.66634975592166+0j), (0.027483124464279227+0j)
(221.75367559750825+0j), (0.027493951488660306+0j)
(222.21598776805848+0j), (0.027551270892072568+0j)
(222.62759766393276+0j), (0.02760230401465296+0j)
(223.09541694959233+0j), (0.027660306213312023+0j)
(223.29367102997068+0j), (0.027684886586348295+0j)
(223.6227708629027+0j), (0.027725689764997664+0j)
(223.74681436437263+0j), (0.02774106919896965+0j)
(223.9417253163854+0j), (0.027765235076918724+0j)
(224.09262323830794+0j), (0.027783944034657077+0j)
(224.26495418681796+0j), (0.027805310348994652+0j)
(224.81966074973965+0j), (0.02787408519698902+0j)
(225.01129646243538+0j), (0.027897844997020086+0j)
(225.29128452397887+0j), (0.027932559092111134+0j)
(225.42982268049005+0j), (0.02794973563425495+0j)
(226.04202798565294+0j), (0.028025639417657393+0j)
(226.39996272285725+0j), (0.028070017668769962+0j)
(226.77164128147288+0j), (0.028116099936549375+0j)
(227.27065364001214+0j), (0.028177969583313756+0j)
(227.577053394352+0j), (0.028215958310938035+0j)
(227.6891284901063+0j), (0.02822985385173326+0j)
(228.11544789101228+0j), (0.028282710720489105+0j)
(228.40909691740157+0j), (0.028319118559342216+0j)
(228.6953082649538+0j), (0.028354604243554227+0j)
(228.83691436219394+0j), (0.02837216116186698+0j)
(229.01660614360196+0j), (0.028394440103163585+0j)
(229.53722796068053+0j), (0.02845898898130113+0j)
(230.06510126882722+0j), (0.028524436929738686+0j)
(230.4377787206297+0j), (0.028570643044488152+0j)
(230.49656652859414+0j), (0.028577931803675318+0j)
(231.01425031835535+0j), (0.028642116412853993+0j)
(231.041999704843+0j), (0.028645556898265905+0j)
(231.34144872357246+0j), (0.02868268384451422+0j)
(231.46923982309255+0j), (0.028698527921422624+0j)
(232.0418487031178+0j), (0.02876952237383461+0j)
(232.26203238040085+0j), (0.028796821670342337+0j)
(232.43846382898985+0j), (0.02881869638189113+0j)
(232.9622521752404+0j), (0.028883637859606594+0j)
(233.05940865116813+0j), (0.02889568372729636+0j)
(233.68344153516134+0j), (0.028973053943567223+0j)
(234.19820163143+0j), (0.02903687606095479+0j)
(234.5599513292172+0j), (0.02908172730689333+0j)
(234.97307382657166+0j), (0.029132947968154223+0j)
(235.3288963852581+0j), (0.029177064342508496+0j)
(235.57365526365794+0j), (0.029207410575602544+0j)
(235.66421546298335+0j), (0.029218638609231965+0j)
(235.99924884199774+0j), (0.02926017745383007+0j)
(236.17817622746463+0j), (0.02928236162210942+0j)
(236.54016462164924+0j), (0.029327242462629213+0j)
(236.98692235808892+0j), (0.02938263336201232+0j)
(237.4578926684099+0j), (0.029441026237935004+0j)
(237.84627009646567+0j), (0.029489178901639383+0j)
(238.2080026790486+0j), (0.029534028025563056+0j)
(238.48019561302644+0j), (0.02956777564801927+0j)
(238.80795075312753+0j), (0.029608412106007252+0j)
(238.9071175701415+0j), (0.029620707224223084+0j)
(239.22392796094064+0j), (0.02965998670625316+0j)
(239.81265713122065+0j), (0.029732979819914178+0j)
(240.45867305915849+0j), (0.029813075586244846+0j)
(240.7796707201054+0j), (0.029852874223603474+0j)
(241.21214671530268+0j), (0.02990649441276122+0j)
(241.46726847236081+0j), (0.029938125479048432+0j)
(241.87712111448803+0j), (0.029988940729933373+0j)
(242.00792307422853+0j), (0.030005158105929675+0j)
(242.0744632044809+0j), (0.03001340803057367+0j)
(242.35724901705956+0j), (0.030048469002581325+0j)
(242.5725919924814+0j), (0.030075168128553955+0j)
(242.89534159255393+0j), (0.03011518397867896+0j)
(243.25740433080432+0j), (0.03016007403668808+0j)
(243.38206017063723+0j), (0.03017552939094054+0j)
(243.48803302505164+0j), (0.030188668350240914+0j)
(243.92888872692865+0j), (0.030243327490605765+0j)
(244.6165589947583+0j), (0.030328587736835996+0j)
(244.81474661705903+0j), (0.030353159870120855+0j)
(245.48410132477736+0j), (0.03043614927633082+0j)
(245.61367406216056+0j), (0.030452214248179732+0j)
(245.9571080973638+0j), (0.030494794641393014+0j)
(246.03123698641508+0j), (0.030503985452205926+0j)
(246.379670156501+0j), (0.030547185659145312+0j)
(246.75654850179623+0j), (0.03059391261830283+0j)
(246.93505468243183+0j), (0.03061604456383923+0j)
(247.3926544817612+0j), (0.030672779707687843+0j)
(248.19265446848638+0j), (0.0307719670639591+0j)
(248.3121231243455+0j), (0.03078677928936982+0j)
(248.4594939974978+0j), (0.030805050948797215+0j)
(248.96119836951718+0j), (0.030867254362692307+0j)
(249.17274578386264+0j), (0.030893482899071213+0j)
(249.4829651888723+0j), (0.030931945203018126+0j)
(249.98613899694868+0j), (0.030994330803763372+0j)
(250.15368373867867+0j), (0.03101510370409475+0j)
(250.87833367506764+0j), (0.031104948844851297+0j)
(251.03540058530686+0j), (0.03112442265965484+0j)
(251.66282519626+0j), (0.031202213396470616+0j)
(252.20503127348013+0j), (0.03126943838177821+0j)
(252.40513881946285+0j), (0.03129424855525984+0j)
(252.76836559233925+0j), (0.03133928293516781+0j)
(253.21052350446075+0j), (0.031394103529024664+0j)
(253.49818828244574+0j), (0.03142976941564235+0j)
(253.8685635396292+0j), (0.03147569009463973+0j)
(254.04157564403863+0j), (0.031497140861544794+0j)
(254.3430681316655+0j), (0.03153452116564426+0j)
(255.08846894516682+0j), (0.03162693908724485+0j)
(255.30457862057034+0j), (0.031653733271899354+0j)
(255.41269589668997+0j), (0.03166713810560373+0j)
(255.96791702673323+0j), (0.03173597675178967+0j)
(256.1892624986066+0j), (0.031763420092467215+0j)
(256.9304778481337+0j), (0.031855319082676234+0j)
(257.46844518453884+0j), (0.031922018531105906+0j)
(257.65192014208554+0j), (0.031944766526459674+0j)
(258.0871210447769+0j), (0.03199872456108605+0j)
(258.1813778871003+0j), (0.032010410920030645+0j)
(258.427965298275+0j), (0.0320409838622932+0j)
(258.7620690105049+0j), (0.03208240744290118+0j)
(258.9814850347985+0j), (0.032109611562569126+0j)
(259.13114383870186+0j), (0.0321281668892544+0j)
(259.5797646658731+0j), (0.032183788782446536+0j)
(259.7246766725953+0j), (0.03220175558129309+0j)
(259.8484227752441+0j), (0.03221709814251093+0j)
(260.2597878029235+0j), (0.032268100905304714+0j)
(260.563941815376+0j), (0.032305811196423534+0j)
(260.8561632529424+0j), (0.03234204203682223+0j)
(261.2703063289301+0j), (0.03239338923370584+0j)
(261.4036904613708+0j), (0.03240992675831192+0j)
(261.50177443825027+0j), (0.03242208762146277+0j)
(261.93818663172345+0j), (0.03247619583700455+0j)
(262.09836506641545+0j), (0.03249605543167005+0j)
(262.6369705942783+0j), (0.03256283400575539+0j)
(263.17390619244486+0j), (0.032629405534947635+0j)
(263.5212167809266+0j), (0.03267246655950781+0j)
(263.6484906760502+0j), (0.032688246511244225+0j)
(263.76797675550296+0j), (0.03270306089690522+0j)
(264.0615236742225+0j), (0.03273945607602085+0j)
(264.19828963638474+0j), (0.032756412894070684+0j)
(264.290439248585+0j), (0.032767837989779725+0j)
(264.61812107977926+0j), (0.03280846535862173+0j)
(264.93299128612307+0j), (0.03284750428843931+0j)
(265.0453405065827+0j), (0.03286143381636611+0j)
(265.38475116359643+0j), (0.032903515374263746+0j)
(265.78953480149937+0j), (0.03295370214872834+0j)
(266.2020404347335+0j), (0.033004846328586364+0j)
(266.56919153485296+0j), (0.033050367263057885+0j)
(266.65011371704446+0j), (0.03306040033486846+0j)
(266.8208104011837+0j), (0.03308156402624969+0j)
(267.01928402726736+0j), (0.03310617161948404+0j)
(267.1061924741428+0j), (0.03311694689351685+0j)
(267.2620520348788+0j), (0.033136271016061265+0j)
(267.4371514476259+0j), (0.033157980576215294+0j)
(267.5405234589727+0j), (0.03317079707207538+0j)
(267.82711430275936+0j), (0.033206329807823426+0j)
(268.031113091901+0j), (0.03323162243396499+0j)
(268.1314184441209+0j), (0.03324405871255454+0j)
(268.37568038605707+0j), (0.03327434333337999+0j)
(268.4660404802394+0j), (0.03328554655713385+0j)
(268.8468648521138+0j), (0.033332762761229685+0j)
(268.9579251067647+0j), (0.03334653247776522+0j)
(269.2621392332252+0j), (0.03338425022207107+0j)
(269.30955984605464+0j), (0.033390129628692776+0j)
(269.6149593668522+0j), (0.033427994343164104+0j)
(269.76913179981415+0j), (0.033447109288525546+0j)
(270.0807783643598+0j), (0.03348574853770209+0j)
(270.19391648734387+0j), (0.0334997758770752+0j)
(270.3701758119734+0j), (0.03352162924797303+0j)
(270.4901180085477+0j), (0.033536500184949254+0j)
(270.8355738153728+0j), (0.03357933124589439+0j)
(271.14240333201184+0j), (0.03361737325725241+0j)
(271.2971415602548+0j), (0.033636558352287654+0j)
(271.58097048813374+0j), (0.03367174865410861+0j)
(271.678699250446+0j), (0.03368386547626644+0j)
(271.7692758507718+0j), (0.03369509554336073+0j)
(272.2260370673295+0j), (0.033751726716197444+0j)
(272.4766988068049+0j), (0.03378280481078429+0j)
(272.83244190898887+0j), (0.033826911333787874+0j)
(272.9553312538829+0j), (0.03384214767058313+0j)
(272.9692736117711+0j), (0.03384387630263571+0j)
(273.28886080031697+0j), (0.033883500063705746+0j)
(273.5082790320574+0j), (0.03391070445706222+0j)
(273.59797684090387+0j), (0.03392182556790027+0j)
(273.9379424658272+0j), (0.03396397593304875+0j)
(274.0216942679138+0j), (0.03397435983301097+0j)
(274.18703651777236+0j), (0.03399485965915539+0j)
(274.4597018430813+0j), (0.03402866585067165+0j)
(274.5862358465542+0j), (0.034044354067535594+0j)
(274.82706691028005+0j), (0.03407421331367977+0j)
(275.14884521944435+0j), (0.03411410873908108+0j)
(275.1554693524704+0j), (0.034114930026897756+0j)
(275.23251036586663+0j), (0.0341244818951103+0j)
(275.4418237183992+0j), (0.034150433443128396+0j)
(275.8340624187351+0j), (0.03419906484357735+0j)
(275.9119757658764+0j), (0.034208724867389136+0j)
(276.1382757623084+0j), (0.03423678249081757+0j)
(276.2603009291292+0j), (0.03425191168318801+0j)
(276.43572529153965+0j), (0.03427366153196525+0j)
(276.7015978958177+0j), (0.03430662553341635+0j)
(276.8346475841875+0j), (0.034323121592242725+0j)
(276.952148062035+0j), (0.03433768979468234+0j)
(277.32696071360874+0j), (0.03438416064046173+0j)
(277.56282188547453+0j), (0.03441340369855248+0j)
(277.630606345352+0j), (0.034421807900406345+0j)
(277.79154455391415+0j), (0.03444176169502534+0j)
(278.0740664535903+0j), (0.034476789946003596+0j)
(278.09031359646326+0j), (0.034478804334972676+0j)
(278.3583829594549+0j), (0.03451204069978976+0j)
(278.5269862864801+0j), (0.03453294484796935+0j)
(278.80512821647415+0j), (0.03456743005192195+0j)
(278.88840060618986+0j), (0.03457775451232613+0j)
(278.9608862575352+0j), (0.03458674158763094+0j)
(279.1704367416074+0j), (0.034612722536212656+0j)
(279.36308809761476+0j), (0.03463660825996456+0j)
(279.46376071392643+0j), (0.03464909007349776+0j)
(279.72253817622874+0j), (0.03468117438946559+0j)
(280.09459568109884+0j), (0.03472730364059222+0j)
(280.2223071882177+0j), (0.03474313784930064+0j)
(280.32422897314365+0j), (0.03475577454000189+0j)
(280.5295165026815+0j), (0.03478122694958713+0j)
(280.6059681761497+0j), (0.034790705748961696+0j)
(280.8591822368958+0j), (0.03482210029105279+0j)
(281.1746690674087+0j), (0.034861215672523066+0j)
(281.208448178377+0j), (0.034865403748485235+0j)
(281.47992725122816+0j), (0.03489906286344261+0j)
(281.9076087422301+0j), (0.03495208860984578+0j)
(282.19314859984075+0j), (0.03498749103991632+0j)
(282.3423989980517+0j), (0.0350059957307496+0j)
(282.690305753684+0j), (0.035049130670615464+0j)
(283.08141350271944+0j), (0.03509762185097513+0j)
(283.42115832347855+0j), (0.03513974483989654+0j)
(283.74897773120347+0j), (0.03518038926605428+0j)
(283.92480370286654+0j), (0.03520218890803237+0j)
(284.0406038729319+0j), (0.03521654629917629+0j)
(284.57072479961766+0j), (0.03528227291679446+0j)
(285.0100764297692+0j), (0.035336745576033605+0j)
(285.20501961884764+0j), (0.03536091545086939+0j)
(285.41006739716545+0j), (0.03538633813509204+0j)
(285.8228484669+0j), (0.035437516464723505+0j)
(286.00580709012587+0j), (0.03546020044278092+0j)
(286.050806748351+0j), (0.03546577968928908+0j)
(286.1689918841827+0j), (0.035480432778499355+0j)
(286.5355248744117+0j), (0.0355258770771122+0j)
(286.6909511325818+0j), (0.03554514747698575+0j)
(287.0092296413437+0j), (0.035584608982443124+0j)
(287.1654619178519+0j), (0.03560397931585341+0j)
(287.5125425902397+0j), (0.03564701183445121+0j)
(287.71951864713134+0j), (0.03567267359474519+0j)
(287.9853257009713+0j), (0.035705629468977845+0j)
(288.3277218692724+0j), (0.03574808118309626+0j)
(288.42888799180116+0j), (0.035760624183601694+0j)
(288.61215088798394+0j), (0.03578334588669746+0j)
(288.84298942415325+0j), (0.03581196621733257+0j)
(289.0276951979692+0j), (0.03583486681445362+0j)
(289.48319578964697+0j), (0.03589134168972638+0j)
(289.6088752453241+0j), (0.03590692395616773+0j)
(290.14667333943675+0j), (0.0359736024212276+0j)
(290.27420406703163+0j), (0.03598941421613183+0j)
(290.2982973852616+0j), (0.035992401406855196+0j)
(290.8884978765478+0j), (0.03606557694107027+0j)
(291.1285935768365+0j), (0.036095345013768904+0j)
(291.28817881679623+0j), (0.03611513106166162+0j)
(291.4075238371883+0j), (0.03612992795822819+0j)
(291.56857483438574+0j), (0.036149895736855606+0j)
(291.7010104747959+0j), (0.03616631566343854+0j)
(292.0256739797804+0j), (0.03620656880752794+0j)
(292.1180276235958+0j), (0.03621801919993303+0j)
(292.547725047943+0j), (0.03627129489021402+0j)
(292.6504346585659+0j), (0.036284029258852005+0j)
(292.8696536327304+0j), (0.03631120894741784+0j)
(293.0501481009988+0j), (0.0363335874092006+0j)
(293.224313707515+0j), (0.03635518119213857+0j)
(293.5730413116174+0j), (0.03639841790424317+0j)
(293.7948539488409+0j), (0.03642591916604171+0j)
(294.0817993949993+0j), (0.03646149586688021+0j)
(294.2232723558308+0j), (0.0364790362783822+0j)
(294.32186563979195+0j), (0.0364912602875628+0j)
(294.7641216848706+0j), (0.036546093048355585+0j)
(295.0001120848004+0j), (0.03657535212868414+0j)
(295.21894312001433+0j), (0.036602483718950564+0j)
(295.42317915124397+0j), (0.036627805759361996+0j)
(295.7825109244504+0j), (0.03667235722086202+0j)
(295.9996972219327+0j), (0.03669928488964087+0j)
(296.1969270306021+0j), (0.03672373826917139+0j)
(296.5088829499912+0j), (0.0367624158734599+0j)
(296.72955657423427+0j), (0.036789775915648235+0j)
(297.11469516901946+0j), (0.03683752701520906+0j)
(297.4666015714128+0j), (0.036881157848068453+0j)
(297.7169677826943+0j), (0.036912199301829374+0j)
(297.8441383004137+0j), (0.0369279664364013+0j)
(298.2080109190456+0j), (0.0369730808909769+0j)
(298.5528641575907+0j), (0.03701583724297747+0j)
(298.95045978252296+0j), (0.03706513281742301+0j)
(298.9864264503976+0j), (0.03706959211587247+0j)
(299.45978289151515+0j), (0.03712828083430685+0j)
(299.76239674565875+0j), (0.037165800170133885+0j)
(300.178120182391+0j), (0.03721734330677601+0j)
(300.58034951651115+0j), (0.037267213387936184+0j)
(301.0717861132282+0j), (0.037328143759951374+0j)
(301.18826494127717+0j), (0.037342585293960694+0j)
(301.53803015850417+0j), (0.037385950653695765+0j)
(301.6632653325331+0j), (0.03740147783623354+0j)
(302.15236529527493+0j), (0.037462118502560704+0j)
(302.38112357904504+0j), (0.037490480914771716+0j)
(302.6528734672889+0j), (0.037524173606558194+0j)
(303.0187587317721+0j), (0.03756953759741432+0j)
(303.0886439709102+0j), (0.03757820226269871+0j)
(303.9231403246158+0j), (0.03768166662334313+0j)
(304.3511122109785+0j), (0.037734728374182035+0j)
(304.58951743477996+0j), (0.037764286854510165+0j)
(305.0702201627987+0j), (0.037823886396429834+0j)
(305.6713045489448+0j), (0.037898411361613676+0j)
(306.1013122456461+0j), (0.03795172552076346+0j)
(306.3881573762156+0j), (0.03798728978405418+0j)
(306.89593231703685+0j), (0.038050245852549916+0j)
(307.19873575862573+0j), (0.03808778869422418+0j)
(307.48338950709314+0j), (0.038123081260763796+0j)
(308.0726527517963+0j), (0.03819614059121352+0j)
(308.40287926554697+0j), (0.03823708346047991+0j)
(309.9431237751039+0j), (0.03842804943979155+0j)
(310.3920753748858+0j), (0.038483712343560336+0j)
(310.780214098375+0j), (0.038531835411670615+0j)
