Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.3170        -332.5328    -335.6665       3.1337   332.1
0.3175        -332.5306    -335.5551       3.0245   320.5
0.3180        -332.5290    -335.4864       2.9574   313.4
0.3185        -332.5290    -335.4865       2.9575   313.4
0.3190        -332.5301    -335.5524       3.0223   320.3
0.3195        -332.5319    -335.6562       3.1243   331.1
0.3200        -332.5331    -335.7576       3.2245   341.7
0.3205        -332.5330    -335.8238       3.2909   348.8
0.3210        -332.5317    -335.8413       3.3096   350.7
0.3215        -332.5294    -335.8154       3.2860   348.2
0.3220        -332.5267    -335.7665       3.2398   343.3
0.3225        -332.5247    -335.7194       3.1947   338.6
0.3230        -332.5233    -335.6899       3.1666   335.6
0.3235        -332.5222    -335.6837       3.1614   335.0
0.3240        -332.5213    -335.6980       3.1767   336.7
0.3245        -332.5203    -335.7268       3.2064   339.8
0.3250        -332.5191    -335.7627       3.2435   343.7
0.3255        -332.5186    -335.7957       3.2771   347.3
0.3260        -332.5183    -335.8089       3.2906   348.7
0.3265        -332.5165    -335.7854       3.2689   346.4
0.3270        -332.5136    -335.7265       3.2128   340.5
0.3275        -332.5103    -335.6516       3.1413   332.9
0.3280        -332.5072    -335.5887       3.0815   326.6
0.3285        -332.5049    -335.5610       3.0561   323.9
0.3290        -332.5033    -335.5769       3.0736   325.7
0.3295        -332.5019    -335.6303       3.1284   331.5
0.3300        -332.5000    -335.7075       3.2074   339.9
0.3305        -332.4991    -335.7929       3.2939   349.1
0.3310        -332.4975    -335.8651       3.3676   356.9
0.3315        -332.4958    -335.9073       3.4115   361.5
0.3320        -332.4929    -335.9119       3.4190   362.3
0.3325        -332.4899    -335.8864       3.3965   360.0
0.3330        -332.4868    -335.8468       3.3600   356.1
0.3335        -332.4841    -335.8121       3.3279   352.7
0.3340        -332.4821    -335.7972       3.3151   351.3
0.3345        -332.4810    -335.8079       3.3270   352.6
0.3350        -332.4802    -335.8398       3.3596   356.0
0.3355        -332.4799    -335.8806       3.4007   360.4
0.3360        -332.4792    -335.9147       3.4354   364.1
0.3365        -332.4790    -335.9294       3.4504   365.7
0.3370        -332.4786    -335.9131       3.4345   364.0
0.3375        -332.4778    -335.8634       3.3855   358.8
0.3380        -332.4764    -335.7875       3.3111   350.9
0.3385        -332.4745    -335.7024       3.2279   342.1
0.3390        -332.4727    -335.6329       3.1602   334.9
0.3395        -332.4718    -335.6028       3.1310   331.8
0.3400        -332.4714    -335.6210       3.1496   333.8
0.3405        -332.4722    -335.6797       3.2075   339.9
0.3410        -332.4732    -335.7561       3.2829   347.9
0.3415        -332.4742    -335.8217       3.3475   354.8

