Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
1.0950        -331.7061    -335.6087       3.9026   413.6
1.0955        -331.7281    -335.7149       3.9868   422.5
1.0960        -331.7515    -335.7919       4.0403   428.2
1.0965        -331.7734    -335.8153       4.0420   428.4
1.0970        -331.7945    -335.7938       3.9992   423.8
1.0975        -331.8159    -335.7598       3.9438   418.0
1.0980        -331.8395    -335.7515       3.9119   414.6
1.0985        -331.8655    -335.7894       3.9239   415.8
1.0990        -331.8934    -335.8723       3.9788   421.7
1.0995        -331.9233    -335.9837       4.0604   430.3
1.1000        -331.9550    -336.1019       4.1469   439.5
1.1005        -331.9885    -336.2049       4.2164   446.8
1.1010        -332.0237    -336.2737       4.2500   450.4
1.1015        -332.0598    -336.2950       4.2352   448.8
1.1020        -332.0972    -336.2638       4.1666   441.6
1.1025        -332.1339    -336.1818       4.0479   429.0
1.1030        -332.1702    -336.0642       3.8940   412.7
1.1035        -332.2051    -335.9377       3.7326   395.6
1.1040        -332.2396    -335.8380       3.5984   381.3
1.1045        -332.2760    -335.7903       3.5143   372.4
1.1050        -332.3138    -335.7886       3.4749   368.3
1.1055        -332.3520    -335.7994       3.4474   365.4
1.1060        -332.3888    -335.7823       3.3934   359.6
1.1065        -332.4232    -335.7143       3.2911   348.8
1.1070        -332.4540    -335.6047       3.1508   333.9
1.1075        -332.4830    -335.4953       3.0123   319.2
1.1080        -332.5121    -335.4317       2.9196   309.4
1.1085        -332.5421    -335.4374       2.8953   306.8
1.1090        -332.5738    -335.5012       2.9275   310.2
1.1095        -332.6056    -335.5839       2.9783   315.6
1.1100        -332.6357    -335.6465       3.0108   319.1
1.1105        -332.6642    -335.6752       3.0110   319.1
1.1110        -332.6918    -335.6800       2.9882   316.7
1.1115        -332.7193    -335.6785       2.9592   313.6
1.1120        -332.7467    -335.6827       2.9360   311.1
1.1125        -332.7740    -335.6975       2.9235   309.8
1.1130        -332.8002    -335.7239       2.9236   309.8
1.1135        -332.8263    -335.7658       2.9395   311.5
1.1140        -332.8524    -335.8265       2.9741   315.2
1.1145        -332.8797    -335.9025       3.0229   320.4
1.1150        -332.9079    -335.9765       3.0686   325.2
1.1155        -332.9364    -336.0210       3.0846   326.9
1.1160        -332.9633    -336.0102       3.0469   322.9
1.1165        -332.9871    -335.9365       2.9494   312.6
1.1170        -333.0084    -335.8235       2.8151   298.3
1.1175        -333.0274    -335.7167       2.6893   285.0
1.1180        -333.0465    -335.6654       2.6189   277.5
1.1185        -333.0672    -335.6977       2.6305   278.8
1.1190        -333.0893    -335.8048       2.7155   287.8
1.1195        -333.1123    -335.9504       2.8381   300.8
1.1200        -333.1350    -336.0881       2.9530   313.0
1.1205        -333.1566    -336.1824       3.0258   320.7
1.1210        -333.1775    -336.2202       3.0428   322.5
1.1215        -333.1973    -336.2057       3.0084   318.8
1.1220        -333.2167    -336.1530       2.9363   311.2
1.1225        -333.2348    -336.0764       2.8415   301.1
1.1230        -333.2516    -335.9936       2.7421   290.6
1.1235        -333.2667    -335.9291       2.6624   282.2
1.1240        -333.2817    -335.9105       2.6288   278.6
1.1245        -333.2976    -335.9535       2.6559   281.5
1.1250        -333.3152    -336.0480       2.7328   289.6
1.1255        -333.3338    -336.1540       2.8202   298.9
1.1260        -333.3508    -336.2180       2.8672   303.9
1.1265        -333.3654    -336.2057       2.8403   301.0
1.1270        -333.3767    -336.1184       2.7416   290.6
1.1275        -333.3856    -335.9939       2.6083   276.4
1.1280        -333.3939    -335.8879       2.4940   264.3
1.1285        -333.4034    -335.8439       2.4406   258.6
1.1290        -333.4139    -335.8727       2.4587   260.6
1.1295        -333.4251    -335.9533       2.5281   267.9
1.1300        -333.4360    -336.0465       2.6104   276.6
1.1305        -333.4451    -336.1127       2.6676   282.7
1.1310        -333.4526    -336.1299       2.6773   283.7
1.1315        -333.4585    -336.0956       2.6371   279.5
1.1320        -333.4626    -336.0259       2.5632   271.6
1.1325        -333.4657    -335.9508       2.4851   263.4
1.1330        -333.4684    -335.9033       2.4349   258.0
1.1335        -333.4713    -335.9101       2.4388   258.5
1.1340        -333.4751    -335.9810       2.5059   265.6
1.1345        -333.4792    -336.1034       2.6242   278.1
1.1350        -333.4829    -336.2501       2.7672   293.3
1.1355        -333.4868    -336.3883       2.9015   307.5
1.1360        -333.4895    -336.4830       2.9935   317.2
1.1365        -333.4901    -336.5112       3.0211   320.2
1.1370        -333.4896    -336.4715       2.9819   316.0
1.1375        -333.4880    -336.3829       2.8949   306.8
1.1380        -333.4855    -336.2776       2.7922   295.9
1.1385        -333.4827    -336.1920       2.7093   287.1
1.1390        -333.4804    -336.1557       2.6753   283.5
1.1395        -333.4785    -336.1832       2.7047   286.6
1.1400        -333.4778    -336.2684       2.7906   295.7
1.1405        -333.4774    -336.3797       2.9024   307.6
1.1410        -333.4759    -336.4733       2.9974   317.7
1.1415        -333.4723    -336.5134       3.0410   322.3
1.1420        -333.4676    -336.4862       3.0185   319.9
1.1425        -333.4612    -336.3998       2.9386   311.4
1.1430        -333.4542    -336.2848       2.8306   300.0
1.1435        -333.4469    -336.1798       2.7328   289.6
1.1440        -333.4403    -336.1191       2.6789   283.9
1.1445        -333.4353    -336.1174       2.6821   284.2
1.1450        -333.4309    -336.1591       2.7282   289.1
1.1455        -333.4258    -336.2098       2.7840   295.0
1.1460        -333.4191    -336.2368       2.8177   298.6
1.1465        -333.4101    -336.2243       2.8142   298.2
1.1470        -333.4000    -336.1803       2.7803   294.6
1.1475        -333.3890    -336.1272       2.7382   290.2
1.1480        -333.3783    -336.0916       2.7133   287.5
1.1485        -333.3678    -336.0916       2.7239   288.7
1.1490        -333.3574    -336.1317       2.7743   294.0
1.1495        -333.3467    -336.2032       2.8566   302.7
1.1500        -333.3350    -336.2916       2.9566   313.3
1.1505        -333.3222    -336.3842       3.0620   324.5
1.1510        -333.3090    -336.4721       3.1631   335.2
1.1515        -333.2952    -336.5441       3.2488   344.3
1.1520        -333.2815    -336.5878       3.3064   350.4
1.1525        -333.2667    -336.5908       3.3241   352.3
1.1530        -333.2508    -336.5526       3.3018   349.9
1.1535        -333.2338    -336.4896       3.2559   345.0
1.1540        -333.2176    -336.4338       3.2162   340.8
1.1545        -333.2024    -336.4125       3.2100   340.2
1.1550        -333.1892    -336.4349       3.2457   344.0
1.1555        -333.1771    -336.4836       3.3065   350.4
1.1560        -333.1643    -336.5211       3.3568   355.7
1.1565        -333.1500    -336.5153       3.3653   356.6
1.1570        -333.1352    -336.4553       3.3201   351.9
1.1575        -333.1191    -336.3479       3.2288   342.2
1.1580        -333.1030    -336.2180       3.1150   330.1
1.1585        -333.0880    -336.0953       3.0073   318.7
1.1590        -333.0739    -336.0009       2.9270   310.2
1.1595        -333.0604    -335.9443       2.8839   305.6
1.1600        -333.0468    -335.9243       2.8776   305.0
1.1605        -333.0330    -335.9335       2.9005   307.4
1.1610        -333.0189    -335.9607       2.9418   311.8
1.1615        -333.0043    -335.9923       2.9880   316.7
1.1620        -332.9888    -336.0161       3.0273   320.8
1.1625        -332.9727    -336.0259       3.0533   323.6
1.1630        -332.9564    -336.0185       3.0620   324.5
1.1635        -332.9392    -335.9916       3.0524   323.5
1.1640        -332.9210    -335.9542       3.0332   321.5
1.1645        -332.9021    -335.9265       3.0244   320.5
1.1650        -332.8840    -335.9346       3.0506   323.3
1.1655        -332.8670    -335.9896       3.1225   330.9
1.1660        -332.8507    -336.0751       3.2244   341.7
1.1665        -332.8332    -336.1571       3.3239   352.3
1.1670        -332.8139    -336.2065       3.3926   359.5
1.1675        -332.7931    -336.2141       3.4210   362.5
1.1680        -332.7717    -336.1916       3.4198   362.4
1.1685        -332.7509    -336.1624       3.4115   361.5
1.1690        -332.7310    -336.1472       3.4163   362.0
1.1695        -332.7119    -336.1545       3.4426   364.8
1.1700        -332.6930    -336.1820       3.4890   369.8
1.1705        -332.6737    -336.2250       3.5513   376.4
1.1710        -332.6545    -336.2808       3.6263   384.3
1.1715        -332.6359    -336.3455       3.7097   393.1
1.1720        -332.6176    -336.4091       3.7915   401.8
1.1725        -332.6004    -336.4565       3.8561   408.7
1.1730        -332.5827    -336.4701       3.8874   412.0
1.1735        -332.5651    -336.4451       3.8800   411.2
1.1740        -332.5480    -336.3909       3.8429   407.3
1.1745        -332.5314    -336.3266       3.7952   402.2
1.1750        -332.5169    -336.2761       3.7592   398.4
1.1755        -332.5044    -336.2493       3.7449   396.9
1.1760        -332.4933    -336.2374       3.7441   396.8
1.1765        -332.4828    -336.2214       3.7386   396.2
1.1770        -332.4720    -336.1852       3.7133   393.5
1.1775        -332.4610    -336.1265       3.6654   388.5
1.1780        -332.4500    -336.0587       3.6087   382.4
1.1785        -332.4398    -336.0069       3.5672   378.0
1.1790        -332.4310    -335.9928       3.5618   377.5
1.1795        -332.4238    -336.0212       3.5974   381.2
1.1800        -332.4175    -336.0786       3.6611   388.0
1.1805        -332.4115    -336.1414       3.7299   395.3
1.1810        -332.4051    -336.1900       3.7850   401.1
1.1815        -332.3992    -336.2157       3.8165   404.5
1.1820        -332.3935    -336.2170       3.8235   405.2
1.1825        -332.3892    -336.1991       3.8100   403.8
1.1830        -332.3854    -336.1647       3.7793   400.5
1.1835        -332.3820    -336.1170       3.7350   395.8
1.1840        -332.3790    -336.0649       3.6859   390.6
1.1845        -332.3767    -336.0211       3.6445   386.2
1.1850        -332.3752    -335.9987       3.6235   384.0
1.1855        -332.3745    -336.0065       3.6320   384.9
1.1860        -332.3757    -336.0423       3.6666   388.6
1.1865        -332.3787    -336.0850       3.7063   392.8
1.1870        -332.3821    -336.1007       3.7186   394.1
1.1875        -332.3844    -336.0608       3.6764   389.6
1.1880        -332.3859    -335.9598       3.5739   378.7
1.1885        -332.3860    -335.8195       3.4335   363.9
1.1890        -332.3862    -335.6845       3.2984   349.6
1.1895        -332.3878    -335.5995       3.2117   340.4
1.1900        -332.3914    -335.5855       3.1941   338.5
1.1905        -332.3963    -335.6333       3.2370   343.0
1.1910        -332.4017    -335.7105       3.3088   350.7
1.1915        -332.4065    -335.7776       3.3711   357.3
1.1920        -332.4096    -335.8077       3.3981   360.1
1.1925        -332.4119    -335.7973       3.3854   358.8
1.1930        -332.4142    -335.7580       3.3439   354.4
1.1935        -332.4166    -335.7073       3.2907   348.7
1.1940        -332.4185    -335.6629       3.2444   343.8
1.1945        -332.4210    -335.6430       3.2220   341.5
1.1950        -332.4243    -335.6581       3.2338   342.7
1.1955        -332.4285    -335.7068       3.2783   347.4
1.1960        -332.4334    -335.7727       3.3393   353.9
1.1965        -332.4388    -335.8293       3.3905   359.3
1.1970        -332.4438    -335.8497       3.4058   360.9
1.1975        -332.4479    -335.8170       3.3691   357.1
1.1980        -332.4503    -335.7328       3.2826   347.9
1.1985        -332.4519    -335.6212       3.1693   335.9
1.1990        -332.4534    -335.5183       3.0648   324.8
1.1995        -332.4554    -335.4613       3.0059   318.6
1.2000        -332.4585    -335.4747       3.0161   319.6
1.2005        -332.4629    -335.5584       3.0954   328.0
1.2010        -332.4682    -335.6875       3.2194   341.2
1.2015        -332.4740    -335.8208       3.3467   354.7
1.2020        -332.4790    -335.9132       3.4341   363.9
1.2025        -332.4830    -335.9355       3.4525   365.9
1.2030        -332.4859    -335.8814       3.3955   359.8
1.2035        -332.4882    -335.7670       3.2788   347.5
1.2040        -332.4895    -335.6211       3.1316   331.9
1.2045        -332.4909    -335.4803       2.9894   316.8
1.2050        -332.4921    -335.3777       2.8856   305.8
1.2055        -332.4938    -335.3381       2.8443   301.4
1.2060        -332.4968    -335.3693       2.8725   304.4
1.2065        -332.5011    -335.4517       2.9507   312.7
1.2070        -332.5053    -335.5419       3.0366   321.8
1.2075        -332.5081    -335.5932       3.0851   326.9
1.2080        -332.5085    -335.5775       3.0690   325.2
1.2085        -332.5065    -335.4989       2.9924   317.1
1.2090        -332.5040    -335.3924       2.8885   306.1
1.2095        -332.5014    -335.3014       2.8000   296.7
1.2100        -332.4995    -335.2602       2.7607   292.6
1.2105        -332.4985    -335.2847       2.7862   295.3
1.2110        -332.4980    -335.3700       2.8721   304.4
1.2115        -332.4977    -335.4954       2.9977   317.7
1.2120        -332.4971    -335.6294       3.1323   332.0
1.2125        -332.4959    -335.7396       3.2437   343.8
1.2130        -332.4935    -335.8019       3.3083   350.6
1.2135        -332.4893    -335.8107       3.3215   352.0
1.2140        -332.4844    -335.7859       3.3015   349.9
1.2145        -332.4795    -335.7599       3.2804   347.7
1.2150        -332.4760    -335.7638       3.2877   348.4
1.2155        -332.4745    -335.8097       3.3352   353.5
