Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.8280        -332.2248    -336.2270       4.0022   424.1
0.8285        -332.1833    -336.2149       4.0316   427.3
0.8290        -332.1406    -336.1454       4.0048   424.4
0.8295        -332.0982    -336.0488       3.9507   418.7
0.8300        -332.0587    -335.9741       3.9155   414.9
0.8305        -332.0225    -335.9532       3.9307   416.6
0.8310        -331.9889    -335.9799       3.9910   423.0
0.8315        -331.9562    -336.0172       4.0610   430.4
0.8320        -331.9227    -336.0243       4.1016   434.7
0.8325        -331.8892    -335.9805       4.0914   433.6
0.8330        -331.8560    -335.8868       4.0308   427.2
0.8335        -331.8250    -335.7579       3.9329   416.8
0.8340        -331.7960    -335.6073       3.8113   403.9
0.8345        -331.7689    -335.4442       3.6753   389.5
0.8350        -331.7424    -335.2781       3.5357   374.7
0.8355        -331.7167    -335.1298       3.4131   361.7
0.8360        -331.6921    -335.0257       3.3336   353.3
0.8365        -331.6693    -334.9878       3.3185   351.7
0.8370        -331.6481    -335.0190       3.3709   357.2
0.8375        -331.6282    -335.0971       3.4690   367.6
0.8380        -331.6072    -335.1822       3.5751   378.9
0.8385        -331.5848    -335.2422       3.6575   387.6
0.8390        -331.5607    -335.2664       3.7057   392.7
0.8395        -331.5362    -335.2700       3.7338   395.7
0.8400        -331.5121    -335.2809       3.7688   399.4
0.8405        -331.4899    -335.3233       3.8334   406.3
0.8410        -331.4698    -335.4005       3.9307   416.6
0.8415        -331.4506    -335.4910       4.0404   428.2
0.8420        -331.4310    -335.5655       4.1345   438.2
0.8425        -331.4113    -335.6054       4.1941   444.5
0.8430        -331.3928    -335.6075       4.2148   446.7
0.8435        -331.3754    -335.5764       4.2010   445.2
0.8440        -331.3597    -335.5190       4.1593   440.8
0.8445        -331.3449    -335.4440       4.0991   434.4
0.8450        -331.3320    -335.3667       4.0347   427.6
0.8455        -331.3209    -335.3022       3.9813   421.9
0.8460        -331.3122    -335.2566       3.9444   418.0
0.8465        -331.3044    -335.2203       3.9158   415.0
0.8470        -331.2977    -335.1802       3.8825   411.5
0.8475        -331.2906    -335.1280       3.8375   406.7
0.8480        -331.2838    -335.0733       3.7895   401.6
0.8485        -331.2778    -335.0364       3.7586   398.3
0.8490        -331.2729    -335.0397       3.7668   399.2
0.8495        -331.2705    -335.0955       3.8250   405.4
0.8500        -331.2696    -335.1933       3.9237   415.8
0.8505        -331.2706    -335.3062       4.0356   427.7
0.8510        -331.2716    -335.3979       4.1263   437.3
0.8515        -331.2720    -335.4467       4.1747   442.4
0.8520        -331.2734    -335.4559       4.1825   443.3
0.8525        -331.2756    -335.4448       4.1692   441.8
0.8530        -331.2811    -335.4380       4.1569   440.5
0.8535        -331.2886    -335.4399       4.1514   440.0
0.8540        -331.2973    -335.4414       4.1441   439.2
0.8545        -331.3073    -335.4321       4.1248   437.1
0.8550        -331.3176    -335.4069       4.0893   433.4
0.8555        -331.3290    -335.3695       4.0405   428.2
0.8560        -331.3422    -335.3228       3.9806   421.9
0.8565        -331.3558    -335.2679       3.9122   414.6
0.8570        -331.3696    -335.2125       3.8429   407.3
0.8575        -331.3844    -335.1696       3.7852   401.1
0.8580        -331.4003    -335.1491       3.7488   397.3
0.8585        -331.4176    -335.1535       3.7359   395.9
0.8590        -331.4360    -335.1741       3.7381   396.2
0.8595        -331.4549    -335.1935       3.7386   396.2
0.8600        -331.4736    -335.1982       3.7246   394.7
0.8605        -331.4920    -335.1885       3.6965   391.7
0.8610        -331.5104    -335.1773       3.6668   388.6
0.8615        -331.5301    -335.1816       3.6516   387.0
0.8620        -331.5513    -335.2088       3.6576   387.6
0.8625        -331.5740    -335.2492       3.6753   389.5
0.8630        -331.5964    -335.2819       3.6855   390.6
0.8635        -331.6182    -335.2970       3.6788   389.9
0.8640        -331.6400    -335.3020       3.6620   388.1
0.8645        -331.6628    -335.3112       3.6484   386.6
0.8650        -331.6871    -335.3314       3.6442   386.2
0.8655        -331.7122    -335.3553       3.6430   386.1
0.8660        -331.7378    -335.3705       3.6327   385.0
0.8665        -331.7626    -335.3681       3.6056   382.1
0.8670        -331.7871    -335.3536       3.5665   378.0
0.8675        -331.8113    -335.3443       3.5330   374.4
0.8680        -331.8367    -335.3602       3.5235   373.4
0.8685        -331.8636    -335.4107       3.5471   375.9
0.8690        -331.8923    -335.4879       3.5956   381.1
0.8695        -331.9214    -335.5704       3.6490   386.7
0.8700        -331.9502    -335.6415       3.6913   391.2
0.8705        -331.9791    -335.6984       3.7193   394.2
0.8710        -332.0087    -335.7517       3.7430   396.7
0.8715        -332.0405    -335.8132       3.7727   399.8
0.8720        -332.0734    -335.8808       3.8073   403.5
0.8725        -332.1076    -335.9449       3.8373   406.7
0.8730        -332.1419    -335.9958       3.8540   408.4
0.8735        -332.1772    -336.0333       3.8562   408.7
0.8740        -332.2131    -336.0593       3.8462   407.6
0.8745        -332.2497    -336.0769       3.8272   405.6
0.8750        -332.2871    -336.0883       3.8012   402.8
0.8755        -332.3245    -336.0942       3.7697   399.5
0.8760        -332.3627    -336.0987       3.7361   395.9
0.8765        -332.4012    -336.1055       3.7043   392.6
0.8770        -332.4403    -336.1169       3.6766   389.6
0.8775        -332.4801    -336.1318       3.6517   387.0
0.8780        -332.5205    -336.1440       3.6235   384.0
0.8785        -332.5610    -336.1430       3.5820   379.6
0.8790        -332.6010    -336.1198       3.5188   372.9
0.8795        -332.6401    -336.0734       3.4332   363.8
0.8800        -332.6777    -336.0117       3.3339   353.3
0.8805        -332.7140    -335.9488       3.2347   342.8
0.8810        -332.7493    -335.9017       3.1525   334.1
0.8815        -332.7839    -335.8889       3.1050   329.1
0.8820        -332.8189    -335.9237       3.1048   329.0
0.8825        -332.8553    -336.0043       3.1490   333.7
0.8830        -332.8929    -336.1079       3.2150   340.7
0.8835        -332.9310    -336.2000       3.2690   346.4
0.8840        -332.9679    -336.2517       3.2838   348.0
0.8845        -333.0038    -336.2545       3.2507   344.5
0.8850        -333.0381    -336.2180       3.1799   337.0
0.8855        -333.0716    -336.1641       3.0925   327.7
0.8860        -333.1047    -336.1128       3.0080   318.8
0.8865        -333.1373    -336.0743       2.9370   311.3
0.8870        -333.1691    -336.0498       2.8807   305.3
0.8875        -333.2003    -336.0355       2.8352   300.5
0.8880        -333.2302    -336.0250       2.7948   296.2
0.8885        -333.2590    -336.0156       2.7566   292.1
0.8890        -333.2868    -336.0088       2.7220   288.5
0.8895        -333.3140    -336.0080       2.6940   285.5
0.8900        -333.3412    -336.0117       2.6704   283.0
0.8905        -333.3671    -336.0102       2.6431   280.1
0.8910        -333.3911    -335.9988       2.6078   276.4
0.8915        -333.4131    -335.9858       2.5727   272.6
0.8920        -333.4346    -335.9920       2.5575   271.0
0.8925        -333.4564    -336.0365       2.5801   273.4
0.8930        -333.4793    -336.1208       2.6415   279.9
0.8935        -333.5030    -336.2260       2.7231   288.6
0.8940        -333.5262    -336.3211       2.7949   296.2
0.8945        -333.5482    -336.3823       2.8341   300.4
0.8950        -333.5686    -336.4061       2.8375   300.7
0.8955        -333.5883    -336.4052       2.8169   298.5
0.8960        -333.6070    -336.3995       2.7925   295.9
0.8965        -333.6262    -336.4075       2.7813   294.8
0.8970        -333.6456    -336.4342       2.7886   295.5
0.8975        -333.6649    -336.4736       2.8088   297.7
0.8980        -333.6832    -336.5170       2.8339   300.3
0.8985        -333.7014    -336.5613       2.8599   303.1
0.8990        -333.7195    -336.6040       2.8845   305.7
0.8995        -333.7379    -336.6381       2.9001   307.3
0.9000        -333.7563    -336.6481       2.8918   306.5
0.9005        -333.7732    -336.6183       2.8451   301.5
0.9010        -333.7880    -336.5464       2.7585   292.3
0.9015        -333.8005    -336.4503       2.6498   280.8
0.9020        -333.8120    -336.3627       2.5508   270.3
0.9025        -333.8234    -336.3163       2.4930   264.2
0.9030        -333.8351    -336.3273       2.4922   264.1
0.9035        -333.8474    -336.3885       2.5411   269.3
0.9040        -333.8594    -336.4756       2.6161   277.2
0.9045        -333.8709    -336.5605       2.6896   285.0
0.9050        -333.8814    -336.6210       2.7396   290.3
0.9055        -333.8910    -336.6437       2.7528   291.7
0.9060        -333.8993    -336.6248       2.7255   288.8
0.9065        -333.9067    -336.5702       2.6635   282.3
0.9070        -333.9126    -336.4927       2.5801   273.4
0.9075        -333.9174    -336.4146       2.4972   264.7
0.9080        -333.9213    -336.3645       2.4432   258.9
0.9085        -333.9259    -336.3664       2.4405   258.6
0.9090        -333.9311    -336.4233       2.4922   264.1
0.9095        -333.9366    -336.5168       2.5803   273.4
0.9100        -333.9416    -336.6136       2.6719   283.2
0.9105        -333.9454    -336.6788       2.7334   289.7
0.9110        -333.9473    -336.6909       2.7436   290.8
0.9115        -333.9469    -336.6499       2.7030   286.5
0.9120        -333.9453    -336.5819       2.6366   279.4
0.9125        -333.9433    -336.5247       2.5814   273.6
0.9130        -333.9422    -336.5084       2.5662   272.0
0.9135        -333.9418    -336.5409       2.5991   275.4
0.9140        -333.9417    -336.6091       2.6674   282.7
0.9145        -333.9404    -336.6864       2.7459   291.0
0.9150        -333.9383    -336.7475       2.8092   297.7
0.9155        -333.9347    -336.7757       2.8410   301.1
0.9160        -333.9295    -336.7688       2.8393   300.9
0.9165        -333.9234    -336.7400       2.8166   298.5
0.9170        -333.9168    -336.7118       2.7951   296.2
0.9175        -333.9105    -336.7068       2.7963   296.3
0.9180        -333.9049    -336.7345       2.8295   299.9
0.9185        -333.8995    -336.7865       2.8869   305.9
0.9190        -333.8939    -336.8416       2.9476   312.4
0.9195        -333.8875    -336.8747       2.9871   316.6
0.9200        -333.8797    -336.8670       2.9873   316.6
0.9205        -333.8709    -336.8141       2.9432   311.9
0.9210        -333.8609    -336.7261       2.8652   303.7
0.9215        -333.8503    -336.6285       2.7781   294.4
0.9220        -333.8403    -336.5518       2.7115   287.4
0.9225        -333.8314    -336.5142       2.6828   284.3
0.9230        -333.8232    -336.5105       2.6873   284.8
0.9235        -333.8147    -336.5167       2.7020   286.4
0.9240        -333.8049    -336.5033       2.6985   286.0
0.9245        -333.7932    -336.4531       2.6599   281.9
0.9250        -333.7798    -336.3701       2.5903   274.5
0.9255        -333.7652    -336.2788       2.5136   266.4
0.9260        -333.7509    -336.2139       2.4630   261.0
0.9265        -333.7370    -336.2010       2.4640   261.1
0.9270        -333.7235    -336.2482       2.5247   267.6
0.9275        -333.7103    -336.3409       2.6306   278.8
0.9280        -333.6959    -336.4452       2.7493   291.4
0.9285        -333.6797    -336.5255       2.8459   301.6
0.9290        -333.6611    -336.5574       2.8963   306.9
0.9295        -333.6409    -336.5352       2.8942   306.7
0.9300        -333.6200    -336.4714       2.8514   302.2
0.9305        -333.5983    -336.3912       2.7929   296.0
0.9310        -333.5764    -336.3291       2.7526   291.7
0.9315        -333.5556    -336.3143       2.7587   292.4
0.9320        -333.5356    -336.3549       2.8194   298.8
0.9325        -333.5159    -336.4362       2.9203   309.5
0.9330        -333.4951    -336.5239       3.0288   321.0
0.9335        -333.4728    -336.5796       3.1068   329.2
0.9340        -333.4487    -336.5742       3.1255   331.2
0.9345        -333.4231    -336.4982       3.0751   325.9
0.9350        -333.3960    -336.3677       2.9716   314.9
0.9355        -333.3688    -336.2253       2.8565   302.7
0.9360        -333.3425    -336.1248       2.7823   294.9
0.9365        -333.3185    -336.1049       2.7864   295.3
0.9370        -333.2962    -336.1660       2.8698   304.1
0.9375        -333.2735    -336.2704       2.9969   317.6
0.9380        -333.2490    -336.3632       3.1141   330.0
0.9385        -333.2214    -336.3976       3.1763   336.6
0.9390        -333.1913    -336.3588       3.1676   335.7
0.9395        -333.1599    -336.2638       3.1039   328.9
0.9400        -333.1290    -336.1540       3.0250   320.6
0.9405        -333.0996    -336.0748       2.9751   315.3
0.9410        -333.0718    -336.0534       2.9815   316.0
0.9415        -333.0447    -336.0893       3.0446   322.7
0.9420        -333.0176    -336.1603       3.1427   333.1
0.9425        -332.9889    -336.2339       3.2450   343.9
0.9430        -332.9589    -336.2813       3.3224   352.1
0.9435        -332.9284    -336.2800       3.3516   355.2
0.9440        -332.8967    -336.2160       3.3193   351.8
0.9445        -332.8639    -336.0951       3.2312   342.4
0.9450        -332.8303    -335.9492       3.1189   330.5
0.9455        -332.7980    -335.8317       3.0337   321.5
0.9460        -332.7680    -335.7883       3.0203   320.1
0.9465        -332.7406    -335.8299       3.0893   327.4
0.9470        -332.7139    -335.9219       3.2080   340.0
0.9475        -332.6849    -336.0037       3.3188   351.7
0.9480        -332.6528    -336.0281       3.3753   357.7
0.9485        -332.6181    -335.9834       3.3654   356.7
0.9490        -332.5829    -335.8947       3.3119   351.0
0.9495        -332.5488    -335.8064       3.2576   345.2
0.9500        -332.5168    -335.7565       3.2397   343.3
0.9505        -332.4866    -335.7548       3.2682   346.4
0.9510        -332.4566    -335.7838       3.3272   352.6
0.9515        -332.4255    -335.8171       3.3917   359.4
0.9520        -332.3936    -335.8333       3.4397   364.5
0.9525        -332.3618    -335.8187       3.4569   366.4
0.9530        -332.3293    -335.7649       3.4356   364.1
0.9535        -332.2973    -335.6736       3.3764   357.8
0.9540        -332.2650    -335.5545       3.2895   348.6
0.9545        -332.2326    -335.4301       3.1975   338.9
0.9550        -332.2011    -335.3353       3.1342   332.2
0.9555        -332.1707    -335.3020       3.1312   331.8
0.9560        -332.1424    -335.3416       3.1992   339.0
0.9565        -332.1149    -335.4293       3.3144   351.3
0.9570        -332.0865    -335.5132       3.4267   363.2
0.9575        -332.0561    -335.5403       3.4842   369.2
0.9580        -332.0227    -335.4821       3.4593   366.6
0.9585        -331.9882    -335.3531       3.3649   356.6
0.9590        -331.9542    -335.2016       3.2474   344.1
0.9595        -331.9218    -335.0880       3.1663   335.6
0.9600        -331.8916    -335.0617       3.1700   335.9
0.9605        -331.8636    -335.1383       3.2747   347.0
0.9610        -331.8360    -335.2935       3.4575   366.4
0.9615        -331.8066    -335.4770       3.6704   389.0
0.9620        -331.7753    -335.6369       3.8616   409.2
0.9625        -331.7421    -335.7355       3.9933   423.2
0.9630        -331.7076    -335.7571       4.0495   429.2
0.9635        -331.6733    -335.7081       4.0348   427.6
0.9640        -331.6397    -335.6118       3.9721   421.0
0.9645        -331.6075    -335.5030       3.8956   412.8
0.9650        -331.5766    -335.4222       3.8456   407.6
0.9655        -331.5484    -335.4045       3.8560   408.7
0.9660        -331.5229    -335.4580       3.9352   417.0
0.9665        -331.4991    -335.5594       4.0603   430.3
0.9670        -331.4753    -335.6649       4.1895   444.0
0.9675        -331.4515    -335.7339       4.2824   453.8
0.9680        -331.4267    -335.7454       4.3187   457.7
0.9685        -331.4034    -335.7061       4.3027   456.0
0.9690        -331.3816    -335.6320       4.2504   450.4
0.9695        -331.3613    -335.5450       4.1836   443.4
0.9700        -331.3434    -335.4675       4.1241   437.1
0.9705        -331.3280    -335.4143       4.0863   433.1
0.9710        -331.3138    -335.3885       4.0747   431.8
0.9715        -331.3013    -335.3881       4.0867   433.1
0.9720        -331.2897    -335.4093       4.1196   436.6
0.9725        -331.2796    -335.4516       4.1720   442.1
0.9730        -331.2714    -335.5086       4.2373   449.1
0.9735        -331.2653    -335.5647       4.2994   455.6
0.9740        -331.2615    -335.5959       4.3344   459.3
0.9745        -331.2578    -335.5791       4.3213   458.0
0.9750        -331.2535    -335.5139       4.2604   451.5
0.9755        -331.2499    -335.4292       4.1792   442.9
0.9760        -331.2481    -335.3676       4.1196   436.6
0.9765        -331.2502    -335.3643       4.1141   436.0
0.9770        -331.2551    -335.4228       4.1677   441.7
0.9775        -331.2624    -335.5208       4.2585   451.3
0.9780        -331.2707    -335.6231       4.3524   461.3
0.9785        -331.2808    -335.6984       4.4176   468.2
0.9790        -331.2914    -335.7270       4.4356   470.1
0.9795        -331.3026    -335.7116       4.4089   467.2
0.9800        -331.3155    -335.6737       4.3582   461.9
0.9805        -331.3304    -335.6379       4.3075   456.5
0.9810        -331.3483    -335.6177       4.2694   452.5
0.9815        -331.3672    -335.6104       4.2432   449.7
0.9820        -331.3871    -335.6139       4.2268   447.9
0.9825        -331.4085    -335.6336       4.2251   447.8
0.9830        -331.4326    -335.6747       4.2422   449.6
0.9835        -331.4591    -335.7300       4.2709   452.6
0.9840        -331.4880    -335.7782       4.2902   454.7
0.9845        -331.5177    -335.7922       4.2745   453.0
0.9850        -331.5471    -335.7604       4.2133   446.5
0.9855        -331.5763    -335.6973       4.1210   436.7
0.9860        -331.6053    -335.6373       4.0320   427.3
0.9865        -331.6371    -335.6182       3.9811   421.9
0.9870        -331.6717    -335.6528       3.9811   421.9
0.9875        -331.7086    -335.7238       4.0152   425.5
0.9880        -331.7465    -335.7986       4.0522   429.4
0.9885        -331.7852    -335.8501       4.0649   430.8
0.9890        -331.8235    -335.8626       4.0390   428.0
0.9895        -331.8618    -335.8416       3.9797   421.8
0.9900        -331.9014    -335.8029       3.9016   413.5
0.9905        -331.9411    -335.7553       3.8142   404.2
0.9910        -331.9803    -335.7042       3.7239   394.6
0.9915        -332.0193    -335.6593       3.6400   385.8
0.9920        -332.0575    -335.6327       3.5752   378.9
0.9925        -332.0962    -335.6381       3.5419   375.4
0.9930        -332.1360    -335.6806       3.5446   375.7
0.9935        -332.1773    -335.7519       3.5746   378.8
0.9940        -332.2197    -335.8313       3.6116   382.7
0.9945        -332.2622    -335.8942       3.6320   384.9
0.9950        -332.3041    -335.9257       3.6216   383.8
0.9955        -332.3450    -335.9288       3.5839   379.8
0.9960        -332.3855    -335.9237       3.5382   375.0
0.9965        -332.4273    -335.9344       3.5071   371.7
0.9970        -332.4707    -335.9661       3.4953   370.4
0.9975        -332.5149    -336.0006       3.4857   369.4
0.9980        -332.5580    -336.0132       3.4552   366.2
0.9985        -332.6000    -335.9940       3.3939   359.7
0.9990        -332.6395    -335.9511       3.3116   351.0
0.9995        -332.6791    -335.9087       3.2296   342.3
1.0000        -332.7184    -335.8828       3.1645   335.4
1.0005        -332.7576    -335.8791       3.1215   330.8
1.0010        -332.7969    -335.8939       3.0970   328.2
1.0015        -332.8351    -335.9168       3.0817   326.6
1.0020        -332.8732    -335.9407       3.0676   325.1
1.0025        -332.9105    -335.9600       3.0494   323.2
1.0030        -332.9471    -335.9722       3.0250   320.6
1.0035        -332.9831    -335.9783       2.9952   317.4
1.0040        -333.0190    -335.9777       2.9586   313.5
1.0045        -333.0535    -335.9658       2.9123   308.6
1.0050        -333.0859    -335.9452       2.8593   303.0
1.0055        -333.1170    -335.9313       2.8143   298.3
1.0060        -333.1476    -335.9457       2.7981   296.5
1.0065        -333.1795    -336.0027       2.8232   299.2
1.0070        -333.2123    -336.0942       2.8819   305.4
1.0075        -333.2458    -336.1966       2.9508   312.7
1.0080        -333.2789    -336.2823       3.0034   318.3
1.0085        -333.3107    -336.3340       3.0233   320.4
1.0090        -333.3418    -336.3519       3.0101   319.0
1.0095        -333.3718    -336.3474       2.9756   315.3
1.0100        -333.4013    -336.3402       2.9389   311.5
1.0105        -333.4305    -336.3486       2.9181   309.3
1.0110        -333.4600    -336.3826       2.9226   309.7
1.0115        -333.4901    -336.4408       2.9507   312.7
1.0120        -333.5202    -336.5113       2.9911   317.0
1.0125        -333.5507    -336.5794       3.0287   321.0
1.0130        -333.5807    -336.6304       3.0497   323.2
1.0135        -333.6100    -336.6564       3.0464   322.9
1.0140        -333.6382    -336.6585       3.0204   320.1
1.0145        -333.6653    -336.6465       2.9812   315.9
1.0150        -333.6917    -336.6345       2.9428   311.9
1.0155        -333.7183    -336.6362       2.9178   309.2
1.0160        -333.7448    -336.6580       2.9133   308.7
1.0165        -333.7709    -336.6987       2.9278   310.3
1.0170        -333.7976    -336.7516       2.9539   313.1
1.0175        -333.8241    -336.8046       2.9804   315.9
1.0180        -333.8504    -336.8444       2.9940   317.3
1.0185        -333.8761    -336.8607       2.9846   316.3
1.0190        -333.9003    -336.8499       2.9496   312.6
1.0195        -333.9234    -336.8193       2.8960   306.9
1.0200        -333.9459    -336.7828       2.8369   300.7
1.0205        -333.9679    -336.7518       2.7840   295.0
1.0210        -333.9899    -336.7294       2.7395   290.3
1.0215        -334.0109    -336.7082       2.6973   285.9
1.0220        -334.0307    -336.6816       2.6510   280.9
1.0225        -334.0486    -336.6507       2.6021   275.8
1.0230        -334.0660    -336.6258       2.5598   271.3
1.0235        -334.0830    -336.6133       2.5303   268.2
1.0240        -334.1000    -336.6103       2.5104   266.0
1.0245        -334.1160    -336.6052       2.4891   263.8
1.0250        -334.1299    -336.5889       2.4590   260.6
1.0255        -334.1423    -336.5661       2.4238   256.9
1.0260        -334.1535    -336.5501       2.3966   254.0
1.0265        -334.1651    -336.5561       2.3911   253.4
1.0270        -334.1765    -336.5847       2.4083   255.2
1.0275        -334.1876    -336.6241       2.4365   258.2
1.0280        -334.1977    -336.6577       2.4600   260.7
1.0285        -334.2063    -336.6747       2.4683   261.6
1.0290        -334.2135    -336.6749       2.4614   260.8
1.0295        -334.2196    -336.6688       2.4492   259.6
1.0300        -334.2256    -336.6700       2.4444   259.1
1.0305        -334.2318    -336.6840       2.4522   259.9
1.0310        -334.2377    -336.7041       2.4665   261.4
1.0315        -334.2431    -336.7158       2.4727   262.0
1.0320        -334.2469    -336.7046       2.4577   260.5
1.0325        -334.2489    -336.6677       2.4188   256.3
1.0330        -334.2500    -336.6150       2.3650   250.6
1.0335        -334.2501    -336.5626       2.3125   245.1
1.0340        -334.2496    -336.5273       2.2777   241.4
1.0345        -334.2491    -336.5195       2.2704   240.6
1.0350        -334.2481    -336.5382       2.2900   242.7
1.0355        -334.2463    -336.5750       2.3287   246.8
1.0360        -334.2439    -336.6194       2.3755   251.8
1.0365        -334.2404    -336.6599       2.4195   256.4
1.0370        -334.2359    -336.6879       2.4520   259.9
1.0375        -334.2301    -336.6978       2.4677   261.5
1.0380        -334.2234    -336.6881       2.4648   261.2
1.0385        -334.2153    -336.6642       2.4489   259.5
1.0390        -334.2065    -336.6391       2.4326   257.8
1.0395        -334.1973    -336.6263       2.4290   257.4
1.0400        -334.1880    -336.6338       2.4458   259.2
1.0405        -334.1789    -336.6576       2.4787   262.7
1.0410        -334.1688    -336.6806       2.5119   266.2
1.0415        -334.1573    -336.6848       2.5275   267.9
1.0420        -334.1443    -336.6609       2.5165   266.7
1.0425        -334.1301    -336.6141       2.4839   263.2
1.0430        -334.1155    -336.5599       2.4444   259.0
1.0435        -334.1011    -336.5133       2.4122   255.6
1.0440        -334.0864    -336.4794       2.3929   253.6
1.0445        -334.0710    -336.4558       2.3847   252.7
1.0450        -334.0542    -336.4413       2.3871   253.0
1.0455        -334.0364    -336.4428       2.4064   255.0
1.0460        -334.0181    -336.4679       2.4499   259.6
1.0465        -333.9994    -336.5167       2.5173   266.8
1.0470        -333.9802    -336.5771       2.5969   275.2
1.0475        -333.9599    -336.6263       2.6664   282.6
1.0480        -333.9375    -336.6403       2.7028   286.4
1.0485        -333.9127    -336.6112       2.6984   286.0
1.0490        -333.8872    -336.5514       2.6642   282.3
1.0495        -333.8612    -336.4833       2.6222   277.9
1.0500        -333.8356    -336.4302       2.5946   275.0
1.0505        -333.8106    -336.4028       2.5923   274.7
1.0510        -333.7856    -336.3966       2.6110   276.7
1.0515        -333.7601    -336.3945       2.6343   279.2
1.0520        -333.7333    -336.3767       2.6434   280.1
1.0525        -333.7050    -336.3315       2.6266   278.4
1.0530        -333.6754    -336.2609       2.5855   274.0
1.0535        -333.6453    -336.1806       2.5353   268.7
1.0540        -333.6157    -336.1127       2.4970   264.6
1.0545        -333.5864    -336.0718       2.4854   263.4
1.0550        -333.5567    -336.0623       2.5056   265.5
1.0555        -333.5260    -336.0817       2.5557   270.8
1.0560        -333.4936    -336.1230       2.6294   278.7
1.0565        -333.4596    -336.1799       2.7203   288.3
1.0570        -333.4233    -336.2488       2.8255   299.4
1.0575        -333.3855    -336.3303       2.9448   312.1
1.0580        -333.3456    -336.4216       3.0759   326.0
1.0585        -333.3041    -336.5176       3.2135   340.6
1.0590        -333.2611    -336.6096       3.3486   354.9
1.0595        -333.2161    -336.6849       3.4688   367.6
1.0600        -333.1695    -336.7333       3.5638   377.7
1.0605        -333.1223    -336.7500       3.6277   384.5
1.0610        -333.0739    -336.7333       3.6594   387.8
1.0615        -333.0257    -336.6936       3.6679   388.7
1.0620        -332.9784    -336.6459       3.6675   388.7
1.0625        -332.9320    -336.6005       3.6685   388.8
1.0630        -332.8866    -336.5621       3.6755   389.5
1.0635        -332.8416    -336.5305       3.6888   390.9
1.0640        -332.7968    -336.5057       3.7089   393.1
1.0645        -332.7530    -336.4869       3.7339   395.7
1.0650        -332.7097    -336.4652       3.7556   398.0
1.0655        -332.6663    -336.4285       3.7622   398.7
1.0660        -332.6234    -336.3714       3.7480   397.2
1.0665        -332.5805    -336.2991       3.7186   394.1
1.0670        -332.5384    -336.2308       3.6923   391.3
1.0675        -332.4981    -336.1867       3.6886   390.9
1.0680        -332.4590    -336.1727       3.7137   393.6
1.0685        -332.4204    -336.1831       3.7626   398.8
1.0690        -332.3827    -336.2048       3.8221   405.1
1.0695        -332.3446    -336.2195       3.8749   410.7
1.0700        -332.3067    -336.2116       3.9049   413.8
1.0705        -332.2696    -336.1721       3.9025   413.6
1.0710        -332.2325    -336.0977       3.8652   409.6
1.0715        -332.1969    -335.9947       3.7978   402.5
1.0720        -332.1621    -335.8746       3.7125   393.4
1.0725        -332.1282    -335.7570       3.6288   384.6
1.0730        -332.0961    -335.6662       3.5701   378.4
1.0735        -332.0658    -335.6195       3.5537   376.6
1.0740        -332.0378    -335.6144       3.5766   379.0
1.0745        -332.0094    -335.6267       3.6173   383.3
1.0750        -331.9812    -335.6322       3.6511   386.9
1.0755        -331.9517    -335.6154       3.6637   388.3
1.0760        -331.9219    -335.5805       3.6586   387.7
1.0765        -331.8924    -335.5463       3.6538   387.2
1.0770        -331.8637    -335.5350       3.6713   389.1
1.0775        -331.8363    -335.5638       3.7275   395.0
1.0780        -331.8096    -335.6364       3.8268   405.6
1.0785        -331.7839    -335.7426       3.9588   419.5
1.0790        -331.7581    -335.8607       4.1026   434.8
1.0795        -331.7322    -335.9686       4.2364   449.0
1.0800        -331.7065    -336.0535       4.3470   460.7
1.0805        -331.6816    -336.1130       4.4314   469.6
1.0810        -331.6583    -336.1477       4.4894   475.8
1.0815        -331.6370    -336.1582       4.5211   479.1
1.0820        -331.6183    -336.1434       4.5251   479.6
1.0825        -331.6010    -336.1014       4.5004   476.9
1.0830        -331.5855    -336.0395       4.4539   472.0
1.0835        -331.5717    -335.9719       4.4002   466.3
1.0840        -331.5604    -335.9174       4.3570   461.7
1.0845        -331.5526    -335.8874       4.3348   459.4
1.0850        -331.5474    -335.8736       4.3261   458.5
1.0855        -331.5436    -335.8548       4.3112   456.9
1.0860        -331.5402    -335.8160       4.2758   453.1
1.0865        -331.5381    -335.7591       4.2210   447.3
1.0870        -331.5372    -335.6975       4.1603   440.9
1.0875        -331.5383    -335.6476       4.1093   435.5
1.0880        -331.5411    -335.6175       4.0764   432.0
1.0885        -331.5450    -335.6084       4.0634   430.6
1.0890        -331.5502    -335.6211       4.0709   431.4
1.0895        -331.5576    -335.6547       4.0971   434.2
1.0900        -331.5664    -335.6967       4.1303   437.7
1.0905        -331.5769    -335.7295       4.1527   440.1
1.0910        -331.5877    -335.7364       4.1487   439.7
1.0915        -331.5999    -335.7123       4.1124   435.8
1.0920        -331.6121    -335.6588       4.0466   428.9
1.0925        -331.6254    -335.5885       3.9631   420.0
1.0930        -331.6391    -335.5185       3.8794   411.1
1.0935        -331.6531    -335.4692       3.8161   404.4
1.0940        -331.6678    -335.4623       3.7944   402.1
1.0945        -331.6856    -335.5126       3.8270   405.6
