       Step     Time          Energy         fmax
GPMin:   10 16:12:08       -4.443789        0.0560
GPMin:   11 16:12:16       -4.446934        0.0590
GPMin:   12 16:12:52       -4.457076        0.2172
GPMin:   13 16:13:27       -4.472670        0.1271
GPMin:   14 16:13:38       -4.481439        0.1495
GPMin:   15 16:13:50       -4.540866        0.2096
GPMin:   16 16:14:02       -4.591812        0.2094
GPMin:   17 16:14:12       -4.616548        0.2050
GPMin:   18 16:14:25       -4.707974        0.2878
GPMin:   19 16:14:36       -4.716148        0.1571
GPMin:   20 16:14:46       -4.750697        0.1389
GPMin:   21 16:14:58       -4.776243        0.1267
GPMin:   22 16:15:08       -4.791019        0.1113
GPMin:   23 16:15:18       -4.813729        0.0961
GPMin:   24 16:15:28       -4.832692        0.0849
GPMin:   25 16:15:37       -4.849224        0.0811
GPMin:   26 16:15:46       -4.864073        0.0651
GPMin:   27 16:15:54       -4.875245        0.0454
GPMin:   28 16:16:03       -4.880467        0.0339
GPMin:   29 16:16:11       -4.884008        0.0454
GPMin:   30 16:16:20       -4.887087        0.0330
GPMin:   31 16:16:28       -4.888223        0.0267
GPMin:   32 16:16:37       -4.889256        0.0210
GPMin:   33 16:16:44       -4.889745        0.0146
       Step     Time          Energy         fmax
GPMin:    0 16:17:02       -3.170886        1.3480
GPMin:    1 16:17:13       -4.011593        0.6017
GPMin:    2 16:17:24       -4.289594        0.2565
GPMin:    3 16:17:34       -4.355588        0.0978
GPMin:    4 16:17:43       -4.364895        0.1250
GPMin:    5 16:17:52       -4.378200        0.1066
GPMin:    6 16:18:29       -4.400871        0.1084
GPMin:    7 16:18:52       -4.409432        0.0959
GPMin:    8 16:19:25       -4.427260        0.1327
GPMin:    9 16:19:34       -4.432593        0.0929
GPMin:   10 16:19:43       -4.441906        0.0611
GPMin:   11 16:19:52       -4.453209        0.0474
GPMin:   12 16:21:14       -4.454855        0.0469
GPMin:   13 16:21:22       -4.456160        0.0450
GPMin:   14 16:21:46       -4.466905        0.1071
GPMin:   15 16:21:55       -4.479681        0.1392
GPMin:   16 16:22:07       -4.485496        0.2004
GPMin:   17 16:22:16       -4.513021        0.1787
GPMin:   18 16:22:27       -4.546336        0.1950
GPMin:   19 16:22:36       -4.580727        0.1977
GPMin:   20 16:22:59       -4.602081        0.2233
GPMin:   21 16:23:08       -4.621440        0.2047
GPMin:   22 16:23:19       -4.711791        0.1601
GPMin:   23 16:23:29       -4.749828        0.1412
GPMin:   24 16:23:38       -4.773047        0.1274
GPMin:   25 16:23:47       -4.799189        0.1097
GPMin:   26 16:23:56       -4.821268        0.0977
GPMin:   27 16:24:05       -4.841754        0.0847
GPMin:   28 16:24:13       -4.856088        0.0710
GPMin:   29 16:24:20       -4.866988        0.0560
GPMin:   30 16:24:28       -4.876760        0.0433
GPMin:   31 16:24:36       -4.882814        0.0357
GPMin:   32 16:24:44       -4.886091        0.0267
GPMin:   33 16:24:52       -4.888220        0.0282
GPMin:   34 16:24:59       -4.888924        0.0230
GPMin:   35 16:25:06       -4.889519        0.0242
GPMin:   36 16:25:11       -4.889804        0.0126
