       Step     Time          Energy         fmax
       Step     Time          Energy         fmax
GPMin:    0 17:48:36       -4.334772        0.4337
GPMin:    1 17:48:47       -4.528191        0.2409
GPMin:    2 17:48:57       -4.616109        0.1721
GPMin:    3 17:49:07       -4.680971        0.0940
GPMin:    4 17:49:17       -4.714872        0.0987
GPMin:    5 17:49:25       -4.743091        0.0867
GPMin:    6 17:49:33       -4.771582        0.0870
GPMin:    7 17:49:42       -4.799056        0.0932
GPMin:    8 17:49:50       -4.828931        0.0791
GPMin:    9 17:49:59       -4.857882        0.0697
GPMin:   10 17:50:08       -4.883968        0.0641
GPMin:   11 17:50:17       -4.904765        0.0580
GPMin:   12 17:50:24       -4.916686        0.0578
GPMin:   13 17:50:32       -4.922518        0.0405
GPMin:   14 17:50:40       -4.926476        0.0356
GPMin:   15 17:50:48       -4.930292        0.0299
GPMin:   16 17:50:55       -4.932190        0.0218
