      Step     Time          Energy         fmax
BFGS:   57 14:05:11       -5.768772        0.3735
BFGS:   58 14:05:11       -5.800082        0.3180
BFGS:   59 14:05:11       -5.812938        0.2344
BFGS:   60 14:05:11       -5.819050        0.2521
BFGS:   61 14:05:11       -5.822383        0.2454
BFGS:   62 14:05:11       -5.826199        0.2540
BFGS:   63 14:05:11       -5.829749        0.2517
BFGS:   64 14:05:11       -5.832688        0.2364
BFGS:   65 14:05:12       -5.835194        0.1983
BFGS:   66 14:05:12       -5.837772        0.1374
BFGS:   67 14:05:12       -5.839541        0.0999
BFGS:   68 14:05:12       -5.840528        0.0735
BFGS:   69 14:05:12       -5.841240        0.0448
      Step     Time          Energy         fmax
BFGS:    0 14:05:12       13.042985       40.0209
BFGS:    1 14:05:12        0.680114       15.0499
BFGS:    2 14:05:12       -1.979214        9.4771
BFGS:    3 14:05:12       -3.248896        3.7132
BFGS:    4 14:05:12       -3.692849        1.8564
BFGS:    5 14:05:12       -3.877912        0.7220
BFGS:    6 14:05:13       -3.922726        0.4567
BFGS:    7 14:05:13       -3.940183        0.4844
BFGS:    8 14:05:13       -3.960346        0.5437
BFGS:    9 14:05:13       -3.999432        0.6208
BFGS:   10 14:05:13       -4.071367        0.7928
BFGS:   11 14:05:13       -4.169111        0.8251
BFGS:   12 14:05:13       -4.217164        1.0925
BFGS:   13 14:05:13       -4.247405        0.9258
BFGS:   14 14:05:14       -4.444184        0.7283
BFGS:   15 14:05:14       -4.579440        0.7617
BFGS:   16 14:05:14       -4.612306        0.7247
BFGS:   17 14:05:14       -4.637867        0.9441
BFGS:   18 14:05:14       -4.682470        0.5975
BFGS:   19 14:05:14       -4.727678        0.4661
BFGS:   20 14:05:14       -4.766960        0.7474
BFGS:   21 14:05:14       -4.788416        0.7168
BFGS:   22 14:05:14       -4.838292        0.3652
BFGS:   23 14:05:15       -4.859464        0.2849
BFGS:   24 14:05:15       -4.870620        0.2628
BFGS:   25 14:05:15       -4.876398        0.2492
BFGS:   26 14:05:15       -4.883869        0.2160
BFGS:   27 14:05:15       -4.888968        0.1912
BFGS:   28 14:05:15       -4.892598        0.1847
BFGS:   29 14:05:15       -4.896367        0.2037
BFGS:   30 14:05:15       -4.904642        0.2829
BFGS:   31 14:05:16       -4.922323        0.5379
BFGS:   32 14:05:16       -4.962345        0.9610
BFGS:   33 14:05:16       -4.977497        1.2257
BFGS:   34 14:05:16       -5.006217        0.7791
BFGS:   35 14:05:16       -5.034114        0.5653
BFGS:   36 14:05:16       -5.071388        0.5097
BFGS:   37 14:05:16       -5.099500        0.4712
BFGS:   38 14:05:16       -5.157844        0.4945
BFGS:   39 14:05:16       -5.180593        0.2961
BFGS:   40 14:05:17       -5.191419        0.3542
BFGS:   41 14:05:17       -5.197009        0.3169
BFGS:   42 14:05:17       -5.201044        0.2239
BFGS:   43 14:05:17       -5.207285        0.1148
BFGS:   44 14:05:17       -5.210372        0.0655
BFGS:   45 14:05:17       -5.210801        0.0546
BFGS:   46 14:05:17       -5.210985        0.0466
      Step     Time          Energy         fmax
BFGS:    0 14:05:17       13.937067       53.6897
BFGS:    1 14:05:17        1.015314       14.9511
BFGS:    2 14:05:17       -1.952449        8.8146
BFGS:    3 14:05:18       -3.535184        3.7477
BFGS:    4 14:05:18       -4.073652        1.6684
BFGS:    5 14:05:18       -4.266797        0.6314
BFGS:    6 14:05:18       -4.316526        0.6499
BFGS:    7 14:05:18       -4.335603        0.6435
BFGS:    8 14:05:18       -4.355960        0.5782
BFGS:    9 14:05:18       -4.382611        0.4530
BFGS:   10 14:05:18       -4.410046        0.4558
BFGS:   11 14:05:18       -4.447974        0.7748
BFGS:   12 14:05:19       -4.461757        0.6543
BFGS:   13 14:05:19       -4.488922        0.4927
BFGS:   14 14:05:19       -4.538888        0.6185
BFGS:   15 14:05:19       -4.565591        0.4333
BFGS:   16 14:05:19       -4.580745        0.3979
BFGS:   17 14:05:19       -4.592478        0.3794
BFGS:   18 14:05:19       -4.608406        0.4300
BFGS:   19 14:05:19       -4.636066        0.5826
BFGS:   20 14:05:19       -4.674420        0.8212
BFGS:   21 14:05:20       -4.722611        1.0585
BFGS:   22 14:05:20       -4.777226        0.8145
BFGS:   23 14:05:20       -4.809074        0.2663
