frequency [cm^-1], energy [eV]
(153.1480765321227+0j), (0.018987941351638775+0j)
(153.23336079748296+0j), (0.01899851525283001+0j)
(153.98256527490028+0j), (0.01909140476864839+0j)
(154.55795169847588+0j), (0.019162743592568202+0j)
(154.7692855751636+0j), (0.019188945653652+0j)
(155.1667361543354+0j), (0.019238223244715354+0j)
(155.56971612613657+0j), (0.019288186393085948+0j)
(155.87188575746384+0j), (0.019325650652303628+0j)
(156.33497335342534+0j), (0.019383066196213147+0j)
(157.67305972320779+0j), (0.019548967760817694+0j)
(158.03135278898714+0j), (0.019593390439011045+0j)
(158.5058289918976+0j), (0.019652217990212596+0j)
(159.19936643247775+0j), (0.019738205673147283+0j)
(159.63180693684274+0j), (0.019791821462002673+0j)
(160.05297593877722+0j), (0.019844039762675767+0j)
(160.43698738875636+0j), (0.01989165111409246+0j)
(161.18207736323646+0j), (0.019984030496566486+0j)
(162.06127947996802+0j), (0.02009303766535867+0j)
(162.57010425053846+0j), (0.020156123896153257+0j)
(162.67708302114198+0j), (0.020169387573164988+0j)
(163.3563425604497+0j), (0.020253605021969906+0j)
(163.84558665759445+0j), (0.02031426355868533+0j)
(164.52286879364348+0j), (0.020398235840734295+0j)
(165.06780200156643+0j), (0.02046579894715327+0j)
(165.4677945143059+0j), (0.020515391697809846+0j)
(166.18202240404003+0j), (0.02060394466947666+0j)
(166.64877552113904+0j), (0.020661814680082453+0j)
(168.14937896070413+0j), (0.020847865793147218+0j)
(168.37464346426984+0j), (0.020875795031823713+0j)
(168.93982508180102+0j), (0.02094586862105652+0j)
(169.01426916842064+0j), (0.020955098511386962+0j)
(169.56780109450622+0j), (0.02102372772297597+0j)
(170.71248780035145+0j), (0.02116565078547053+0j)
(170.8623575139554+0j), (0.021184232261625743+0j)
(171.5092424999623+0j), (0.021264435777423596+0j)
(172.08632745233322+0j), (0.02133598519207285+0j)
(172.73619308201359+0j), (0.02141655826058428+0j)
(173.73656034330426+0j), (0.021540587992577045+0j)
(174.45453362175132+0j), (0.021629605333257373+0j)
(174.7432259501897+0j), (0.021665398619893302+0j)
(175.0654591740418+0j), (0.021705350447527062+0j)
(176.05457333698604+0j), (0.021827984973153122+0j)
(176.45457946690075+0j), (0.021877579412124242+0j)
(177.11648424966165+0j), (0.021959645145367697+0j)
(177.41842160624262+0j), (0.02199708060618738+0j)
(178.1851978641824+0j), (0.022092148745110667+0j)
(178.62182370533117+0j), (0.022146283449588026+0j)
(178.93551121514648+0j), (0.022185175743725753+0j)
(180.07560001273595+0j), (0.022326528738255517+0j)
(180.15673312607004+0j), (0.022336587962194517+0j)
(180.31174548979473+0j), (0.022355807045697444+0j)
(180.91713523483295+0j), (0.022430865807348023+0j)
(181.9529124395151+0j), (0.022559285812752034+0j)
(182.4489280019471+0j), (0.022620783904156293+0j)
(182.94085801513026+0j), (0.02268177545201601+0j)
(183.64636410887405+0j), (0.022769247058807108+0j)
(184.25678812502684+0j), (0.022844929990521304+0j)
(184.7535681282923+0j), (0.022906522860508757+0j)
(185.34609679692772+0j), (0.022979987051923882+0j)
(185.6760973240745+0j), (0.023020901902422567+0j)
(185.7403926926756+0j), (0.023028873512094882+0j)
(186.26900236286693+0j), (0.02309441275778953+0j)
(187.389536525011+0j), (0.02323334128653822+0j)
(187.58037448234347+0j), (0.023257002177510856+0j)
(188.31461119451663+0j), (0.02334803592696862+0j)
(188.73021239449147+0j), (0.023399563908184484+0j)
(189.48582485637704+0j), (0.02349324791281409+0j)
(189.685284892147+0j), (0.023517977805261686+0j)
(190.26105727479154+0j), (0.023589364482006887+0j)
(190.66757135000654+0j), (0.023639765803352763+0j)
(190.92349695099446+0j), (0.023671496533584444+0j)
(191.6847333386232+0j), (0.023765877816133534+0j)
(192.22180216946973+0j), (0.023832465864072665+0j)
(192.67939474007287+0j), (0.023889200111673455+0j)
(193.03007373788404+0j), (0.02393267876576085+0j)
(193.46150209381935+0j), (0.023986169064205542+0j)
(193.78703988685746+0j), (0.02402653060619757+0j)
(194.0383180677742+0j), (0.02405768512978176+0j)
(194.20787645455354+0j), (0.024078707690278426+0j)
(195.4762413337247+0j), (0.024235964891828252+0j)
(195.82068402307115+0j), (0.024278670342215935+0j)
(196.41995038281283+0j), (0.02435296990085517+0j)
(197.58233752858698+0j), (0.02449708753818788+0j)
(198.30996850208965+0j), (0.024587302280438376+0j)
(199.01312792107296+0j), (0.024674482936642747+0j)
(199.35226660511606+0j), (0.024716530774189904+0j)
(199.6144941298519+0j), (0.02474904284337952+0j)
(200.2676097466319+0j), (0.024830018858933052+0j)
(201.27683285706055+0j), (0.024955146576273454+0j)
(202.1737755011255+0j), (0.025066353290108458+0j)
(202.23262694794812+0j), (0.025073649939508377+0j)
(202.8080180342473+0j), (0.02514498934153223+0j)
(203.49447197817412+0j), (0.02523009878281959+0j)
(204.113030297767+0j), (0.025306790239617186+0j)
(204.28319461461655+0j), (0.025327887925867286+0j)
(205.11820368465374+0j), (0.025431415855234566+0j)
(206.61253084243995+0j), (0.025616688808540344+0j)
(207.07353208933765+0j), (0.025673845678135698+0j)
(207.2231038824823+0j), (0.025692390216861878+0j)
(207.81359837791226+0j), (0.025765602202944757+0j)
(207.89682308976714+0j), (0.025775920752047633+0j)
(209.34912730518278+0j), (0.02595598352457136+0j)
(209.8512515131917+0j), (0.026018238991494653+0j)
(210.83054298149753+0j), (0.0261396556582097+0j)
(212.5881556921345+0j), (0.02635757185947175+0j)
(213.0659565188059+0j), (0.026416811611481943+0j)
(213.38899135838253+0j), (0.026456862826797926+0j)
(214.51963140585661+0j), (0.026597044325628236+0j)
(215.24960304196293+0j), (0.026687549273053023+0j)
(215.972345413098+0j), (0.02677715790586258+0j)
(216.29316536519445+0j), (0.026816934510132014+0j)
(217.29888894713278+0j), (0.026941628341241277+0j)
(217.90917400671188+0j), (0.02701729404453621+0j)
(218.08839202893225+0j), (0.027039514247180173+0j)
(219.48634635925055+0j), (0.02721283849282152+0j)
(220.37738078914703+0j), (0.0273233126814648+0j)
(220.75718904135775+0j), (0.027370402902779676+0j)
(221.46779864318435+0j), (0.02745850726392433+0j)
(222.9184348796769+0j), (0.027638363233420005+0j)
(223.6473476997062+0j), (0.027728736904383284+0j)
(224.29065104284896+0j), (0.027808496353065267+0j)
(224.44321461802195+0j), (0.027827411825485017+0j)
(225.81027899075693+0j), (0.027996906204527786+0j)
(226.04372981713888+0j), (0.02802585041786828+0j)
(227.22661391203158+0j), (0.028172509352986527+0j)
(228.3183225722302+0j), (0.02830786397501196+0j)
(228.7005843783137+0j), (0.028355258398234523+0j)
(229.55749759542368+0j), (0.02846150209569628+0j)
(230.68046681103564+0j), (0.028600732532594802+0j)
(230.9883683152881+0j), (0.02863890745347669+0j)
(231.59575610422658+0j), (0.028714213940996602+0j)
(232.03914762942986+0j), (0.028769187483381302+0j)
(233.13773723523886+0j), (0.028905395233925567+0j)
(233.93070991669703+0j), (0.02900371131539343+0j)
(234.28832716928764+0j), (0.02904805020343099+0j)
(234.96553099491507+0j), (0.029132012776225184+0j)
(236.25652092067878+0j), (0.029292075126017843+0j)
(236.32981386067743+0j), (0.0293011622923584+0j)
(237.22773173596008+0j), (0.029412489919453205+0j)
(237.89508162733793+0j), (0.029495230760118268+0j)
(238.0676780643838+0j), (0.029516629990838882+0j)
(239.70812207554675+0j), (0.029720019124936662+0j)
(241.11722432151925+0j), (0.029894725535953036+0j)
(241.42033182641646+0j), (0.029932306076672542+0j)
(242.45897881627852+0j), (0.030061081890088784+0j)
(242.96001948079146+0j), (0.030123203014741386+0j)
(243.51353386602887+0j), (0.03019183005154241+0j)
(244.0238901860529+0j), (0.030255106170266777+0j)
(244.6195026534213+0j), (0.03032895270399274+0j)
(245.00337266253592+0j), (0.03037654651897737+0j)
(245.75078880218112+0j), (0.030469214309172397+0j)
(246.86572336658082+0j), (0.03060744857628901+0j)
(247.6568948031219+0j), (0.030705541331851514+0j)
(248.04609430664965+0j), (0.030753795919923485+0j)
(248.86944433599595+0j), (0.030855878312488292+0j)
(249.4938821119725+0j), (0.030933298728966746+0j)
(250.90316027357775+0j), (0.031108026950741656+0j)
(252.11051100216693+0j), (0.03125771936180175+0j)
(252.33147130760716+0j), (0.031285114947928225+0j)
(252.67872245098647+0j), (0.03132816860223509+0j)
(253.5049725057886+0j), (0.03143061055212847+0j)
(254.00061447605864+0j), (0.03149206232400838+0j)
(254.48971637813307+0j), (0.03155270323078213+0j)
(255.56011273072383+0j), (0.03168541546345414+0j)
(256.4443589224131+0j), (0.031795048017831555+0j)
(257.4151202912888+0j), (0.031915407087015055+0j)
(257.64988462678525+0j), (0.03194451415472888+0j)
(258.2582159085278+0j), (0.03201993762044686+0j)
(259.0088056485843+0j), (0.032112998886941746+0j)
(259.867254167018+0j), (0.03221943293750588+0j)
(261.34364814160745+0j), (0.032402482459486244+0j)
(261.5287846079451+0j), (0.032425436455673924+0j)
(262.52022942342677+0j), (0.03254835994538425+0j)
(263.4768987807981+0j), (0.03266697182783167+0j)
(263.752493110409+0j), (0.03270114116959547+0j)
(264.5873181869327+0j), (0.03280464628667466+0j)
(265.419693866604+0j), (0.032907847717251+0j)
(266.1471340844905+0j), (0.032998038808819526+0j)
(267.05438604250423+0j), (0.03311052371467017+0j)
(267.4851205333219+0j), (0.03316392798480515+0j)
(268.5862467741496+0j), (0.0333004502380063+0j)
(269.0677479067003+0j), (0.033360148769471056+0j)
(269.5777909426256+0j), (0.03342338604591788+0j)
(270.4500737044047+0j), (0.03353153532403979+0j)
(270.91903015190394+0j), (0.03358967851279685+0j)
(271.4345540360618+0j), (0.03365359532781284+0j)
(272.19697363595503+0j), (0.03374812330998489+0j)
(272.48004012096715+0j), (0.03378321908093894+0j)
(273.6045386313365+0j), (0.03392263912622054+0j)
(274.02502703769+0j), (0.03397477304379677+0j)
(274.3220977211735+0j), (0.03401160511405848+0j)
(274.84512272517026+0j), (0.03407645194939727+0j)
(275.0769077367094+0j), (0.03410518962802147+0j)
(275.1891668052423+0j), (0.034119107978533986+0j)
(275.77601949912633+0j), (0.03419186843877512+0j)
(276.1566570607983+0j), (0.03423906148135794+0j)
(276.3702113159449+0j), (0.034265538834282884+0j)
(276.5696829722147+0j), (0.034290270167488826+0j)
(277.35833786637676+0j), (0.03438805091156426+0j)
(277.48439924419546+0j), (0.03440368053031579+0j)
(278.2343471691279+0j), (0.03449666222187764+0j)
(278.42597673806534+0j), (0.03452042126017977+0j)
(279.25336997696843+0j), (0.034623004946836386+0j)
(280.3190937467458+0j), (0.0347551378530785+0j)
(280.6811628264006+0j), (0.034800028697321565+0j)
(281.1329146156376+0j), (0.034856038780332506+0j)
(281.39287506821523+0j), (0.03488826976840014+0j)
(281.60473862843486+0j), (0.03491453750187152+0j)
(282.09513621670396+0j), (0.0349753390532582+0j)
(283.1679901253363+0j), (0.03510835598404358+0j)
(283.4167942253308+0j), (0.03513920376069033+0j)
(283.7685865523345+0j), (0.0351828204500041+0j)
(284.02516637064514+0j), (0.03521463229284546+0j)
(284.2863180552947+0j), (0.035247010974865454+0j)
(284.6193619969001+0j), (0.03528830316066314+0j)
(284.86209970852605+0j), (0.03531839880101692+0j)
(285.57635049023884+0j), (0.035406954610927334+0j)
(286.0633866145715+0j), (0.035467339393905783+0j)
(286.56683501071814+0j), (0.03552975903923253+0j)
(287.1534530961678+0j), (0.03560249041173522+0j)
(288.27442459783407+0j), (0.03574147316367356+0j)
(289.20682732566644+0j), (0.035857076367534074+0j)
(289.9067773936354+0j), (0.03594385911492877+0j)
(290.2697975643492+0j), (0.03598886787943342+0j)
(292.22460865089477+0j), (0.03623123356306038+0j)
(292.5026345706766+0j), (0.03626570438357993+0j)
(293.25670846377676+0j), (0.03635919762999353+0j)
(293.6575978802022+0j), (0.03640890158253376+0j)
(294.40610260932795+0j), (0.036501704340621825+0j)
(295.59766589893593+0j), (0.03664943935873089+0j)
(296.56381816296545+0j), (0.036769226971749315+0j)
(296.98003301050005+0j), (0.03682083103556536+0j)
(297.45563346180285+0j), (0.03687979797580151+0j)
(297.9187217558263+0j), (0.03693721360625968+0j)
(298.85394682396776+0j), (0.03705316673571819+0j)
(299.2643064304821+0j), (0.03710404484217578+0j)
(300.32466634177774+0j), (0.0372355127147291+0j)
(300.8274512978696+0j), (0.03729785010397313+0j)
(301.6019261741786+0j), (0.037393872749915985+0j)
(302.5226031860659+0j), (0.03750802215029616+0j)
(302.96768011489746+0j), (0.037563204656097+0j)
(304.1076279234448+0j), (0.03770454017021353+0j)
(304.4827870866655+0j), (0.03775105397796136+0j)
(305.5322434240785+0j), (0.03788116997965808+0j)
(306.60414904313035+0j), (0.038014069337520925+0j)
(306.90355365083724+0j), (0.03805119077750425+0j)
(307.9077326391033+0j), (0.03817569310340675+0j)
(309.26767915669495+0j), (0.03834430498089239+0j)
(309.42259118063635+0j), (0.03836351162384782+0j)
(312.4219363588133+0j), (0.03873538302847887+0j)
(313.5009398039003+0j), (0.03886916240460594+0j)
