# Photoabsorption spectrum from real-time propagation
# GPAW version: 20.1.0
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [1e-05, 0, 0]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
   12.900000     1.2529292688e-02     0.0000000000e+00     0.0000000000e+00
   12.950000     1.0112907151e-02     0.0000000000e+00     0.0000000000e+00
   13.000000     8.6327516022e-03     0.0000000000e+00     0.0000000000e+00
   13.050000     9.2998691889e-03    -0.0000000000e+00     0.0000000000e+00
   13.100000     1.1496290778e-02    -0.0000000000e+00     0.0000000000e+00
   13.150000     1.4793258062e-02    -0.0000000000e+00     0.0000000000e+00
   13.200000     1.8017204222e-02     0.0000000000e+00     0.0000000000e+00
   13.250000     1.7601097356e-02     0.0000000000e+00     0.0000000000e+00
   13.300000     1.2567758843e-02    -0.0000000000e+00     0.0000000000e+00
   13.350000     7.1683583117e-03    -0.0000000000e+00     0.0000000000e+00
   13.400000     4.1737330258e-03    -0.0000000000e+00    -0.0000000000e+00
   13.450000     5.0629261937e-03    -0.0000000000e+00    -0.0000000000e+00
   13.500000     9.1343548265e-03     0.0000000000e+00    -0.0000000000e+00
   13.550000     1.4473762702e-02     0.0000000000e+00    -0.0000000000e+00
   13.600000     1.7433788889e-02     0.0000000000e+00    -0.0000000000e+00
   13.650000     1.8558655008e-02    -0.0000000000e+00    -0.0000000000e+00
   13.700000     1.8540735563e-02    -0.0000000000e+00    -0.0000000000e+00
   13.750000     1.5938328185e-02    -0.0000000000e+00    -0.0000000000e+00
   13.800000     1.3269239617e-02    -0.0000000000e+00     0.0000000000e+00
   13.850000     1.2524008427e-02    -0.0000000000e+00     0.0000000000e+00
   13.900000     1.3034260075e-02     0.0000000000e+00     0.0000000000e+00
   13.950000     1.2629617691e-02     0.0000000000e+00     0.0000000000e+00
   14.000000     1.2050990665e-02     0.0000000000e+00     0.0000000000e+00
   14.050000     1.2191800672e-02     0.0000000000e+00     0.0000000000e+00
   14.100000     1.1642416150e-02     0.0000000000e+00     0.0000000000e+00
   14.150000     9.2529266388e-03    -0.0000000000e+00    -0.0000000000e+00
   14.200000     8.8839424952e-03    -0.0000000000e+00    -0.0000000000e+00
   14.250000     1.1610930574e-02    -0.0000000000e+00    -0.0000000000e+00
   14.300000     1.3828922810e-02    -0.0000000000e+00    -0.0000000000e+00
   14.350000     1.4043862262e-02    -0.0000000000e+00    -0.0000000000e+00
   14.400000     1.2499192208e-02    -0.0000000000e+00    -0.0000000000e+00
   14.450000     1.0472602954e-02    -0.0000000000e+00    -0.0000000000e+00
   14.500000     8.4961855358e-03     0.0000000000e+00    -0.0000000000e+00
   14.550000     8.9133901357e-03     0.0000000000e+00    -0.0000000000e+00
   14.600000     1.1682998346e-02     0.0000000000e+00    -0.0000000000e+00
   14.650000     1.4470439699e-02     0.0000000000e+00    -0.0000000000e+00
   14.700000     1.6820007292e-02    -0.0000000000e+00    -0.0000000000e+00
   14.750000     2.0962724569e-02     0.0000000000e+00     0.0000000000e+00
   14.800000     2.5031811599e-02     0.0000000000e+00     0.0000000000e+00
   14.850000     2.3357705386e-02    -0.0000000000e+00    -0.0000000000e+00
   14.900000     1.5876497234e-02    -0.0000000000e+00    -0.0000000000e+00
   14.950000     9.4421908990e-03    -0.0000000000e+00    -0.0000000000e+00
   15.000000     8.6753835135e-03    -0.0000000000e+00    -0.0000000000e+00
   15.050000     1.0751908409e-02    -0.0000000000e+00     0.0000000000e+00
   15.100000     1.2105439013e-02    -0.0000000000e+00    -0.0000000000e+00
   15.150000     1.1575443594e-02    -0.0000000000e+00    -0.0000000000e+00
   15.200000     1.1259933832e-02    -0.0000000000e+00     0.0000000000e+00
   15.250000     1.2215147754e-02    -0.0000000000e+00     0.0000000000e+00
   15.300000     1.3670782803e-02    -0.0000000000e+00     0.0000000000e+00
   15.350000     1.4378027246e-02    -0.0000000000e+00     0.0000000000e+00
   15.400000     1.4222621210e-02    -0.0000000000e+00     0.0000000000e+00
   15.450000     1.4363251834e-02     0.0000000000e+00     0.0000000000e+00
   15.500000     1.6257411294e-02     0.0000000000e+00     0.0000000000e+00
   15.550000     1.7497002815e-02     0.0000000000e+00     0.0000000000e+00
   15.600000     1.4958762210e-02    -0.0000000000e+00    -0.0000000000e+00
   15.650000     1.2204287789e-02    -0.0000000000e+00    -0.0000000000e+00
