# Photoabsorption spectrum from real-time propagation
# GPAW version: 20.1.0
# Total time = 44.9700 fs, Time steps = [30.0000] as
# Kick = [0, 0, 1e-05]
# Gaussian folding, Width = 0.0600 eV = 0.002205 Hartree <=> FWHM = 0.141289 eV
#    om (eV)                  S_x                  S_y                  S_z
   13.800000    -0.0000000000e+00    -0.0000000000e+00     1.4681415097e-02
   13.850000     0.0000000000e+00    -0.0000000000e+00     1.7706797539e-02
   13.900000     0.0000000000e+00    -0.0000000000e+00     1.7409350320e-02
   13.950000     0.0000000000e+00    -0.0000000000e+00     1.2710422183e-02
   14.000000     0.0000000000e+00     0.0000000000e+00     7.2787117139e-03
   14.050000     0.0000000000e+00     0.0000000000e+00     5.5451202398e-03
   14.100000     0.0000000000e+00     0.0000000000e+00     7.3999703877e-03
   14.150000     0.0000000000e+00     0.0000000000e+00     1.0292573689e-02
   14.200000    -0.0000000000e+00     0.0000000000e+00     1.6304365188e-02
   14.250000    -0.0000000000e+00     0.0000000000e+00     2.4034297796e-02
   14.300000    -0.0000000000e+00     0.0000000000e+00     3.1919652817e-02
   14.350000    -0.0000000000e+00     0.0000000000e+00     3.4960172148e-02
   14.400000    -0.0000000000e+00     0.0000000000e+00     3.2508835517e-02
   14.450000    -0.0000000000e+00     0.0000000000e+00     2.8531286508e-02
   14.500000    -0.0000000000e+00     0.0000000000e+00     2.6423239635e-02
   14.550000    -0.0000000000e+00     0.0000000000e+00     2.2732111748e-02
   14.600000    -0.0000000000e+00     0.0000000000e+00     1.8269597994e-02
   14.650000    -0.0000000000e+00    -0.0000000000e+00     1.6816371079e-02
   14.700000    -0.0000000000e+00    -0.0000000000e+00     1.9052217586e-02
   14.750000     0.0000000000e+00    -0.0000000000e+00     2.2333571717e-02
   14.800000     0.0000000000e+00    -0.0000000000e+00     2.1493545397e-02
   14.850000     0.0000000000e+00    -0.0000000000e+00     1.7455158323e-02
   14.900000    -0.0000000000e+00    -0.0000000000e+00     1.1944477591e-02
   14.950000     0.0000000000e+00    -0.0000000000e+00     1.0126444329e-02
   15.000000     0.0000000000e+00    -0.0000000000e+00     9.7141537409e-03
   15.050000     0.0000000000e+00    -0.0000000000e+00     8.0479322482e-03
   15.100000     0.0000000000e+00    -0.0000000000e+00     7.1190797612e-03
   15.150000     0.0000000000e+00    -0.0000000000e+00     1.0115409030e-02
   15.200000     0.0000000000e+00    -0.0000000000e+00     1.5122613304e-02
   15.250000     0.0000000000e+00    -0.0000000000e+00     2.1287582197e-02
   15.300000     0.0000000000e+00     0.0000000000e+00     2.6226615330e-02
   15.350000     0.0000000000e+00     0.0000000000e+00     2.4418495146e-02
   15.400000     0.0000000000e+00     0.0000000000e+00     2.1425242939e-02
   15.450000    -0.0000000000e+00     0.0000000000e+00     2.0998541421e-02
   15.500000    -0.0000000000e+00     0.0000000000e+00     2.0835514373e-02
   15.550000    -0.0000000000e+00     0.0000000000e+00     1.6708626707e-02
   15.600000     0.0000000000e+00     0.0000000000e+00     1.2625671945e-02
   15.650000     0.0000000000e+00    -0.0000000000e+00     1.0365768006e-02
   15.700000     0.0000000000e+00    -0.0000000000e+00     1.0756555751e-02
   15.750000    -0.0000000000e+00    -0.0000000000e+00     1.3301560837e-02
   15.800000    -0.0000000000e+00    -0.0000000000e+00     1.7275488056e-02
   15.850000    -0.0000000000e+00     0.0000000000e+00     2.0439853409e-02
   15.900000    -0.0000000000e+00     0.0000000000e+00     1.8390101087e-02
   15.950000     0.0000000000e+00     0.0000000000e+00     1.5122969945e-02
   16.000000     0.0000000000e+00    -0.0000000000e+00     1.2881326830e-02
   16.050000     0.0000000000e+00    -0.0000000000e+00     1.1473183856e-02
   16.100000     0.0000000000e+00    -0.0000000000e+00     8.4484427651e-03
   16.150000     0.0000000000e+00    -0.0000000000e+00     6.6769716580e-03
   16.200000     0.0000000000e+00    -0.0000000000e+00     6.9756661972e-03
   16.250000     0.0000000000e+00     0.0000000000e+00     9.8077917027e-03
   16.300000    -0.0000000000e+00     0.0000000000e+00     1.3782934287e-02
   16.350000     0.0000000000e+00     0.0000000000e+00     1.5622385073e-02
   16.400000    -0.0000000000e+00     0.0000000000e+00     1.5331716501e-02
   16.450000    -0.0000000000e+00     0.0000000000e+00     1.6476453371e-02
   16.500000     0.0000000000e+00     0.0000000000e+00     2.2799401305e-02
   16.550000     0.0000000000e+00     0.0000000000e+00     2.9565475020e-02
   16.600000     0.0000000000e+00     0.0000000000e+00     3.2018153449e-02
   16.650000     0.0000000000e+00     0.0000000000e+00     2.7301055040e-02
   16.700000     0.0000000000e+00     0.0000000000e+00     2.3017761389e-02
   16.750000     0.0000000000e+00    -0.0000000000e+00     2.2687132275e-02
   16.800000     0.0000000000e+00    -0.0000000000e+00     2.2062602661e-02
   16.850000     0.0000000000e+00    -0.0000000000e+00     1.8571320080e-02
   16.900000    -0.0000000000e+00    -0.0000000000e+00     1.4829791725e-02
   16.950000    -0.0000000000e+00    -0.0000000000e+00     1.4143819842e-02
   17.000000    -0.0000000000e+00     0.0000000000e+00     1.8539579860e-02
   17.050000    -0.0000000000e+00     0.0000000000e+00     2.7654157817e-02
   17.100000    -0.0000000000e+00     0.0000000000e+00     3.3763345229e-02
   17.150000    -0.0000000000e+00     0.0000000000e+00     3.3573000468e-02
   17.200000    -0.0000000000e+00     0.0000000000e+00     2.7731186910e-02
   17.250000    -0.0000000000e+00     0.0000000000e+00     2.1782497182e-02
   17.300000    -0.0000000000e+00     0.0000000000e+00     1.8549192421e-02
   17.350000    -0.0000000000e+00     0.0000000000e+00     1.8239320645e-02
   17.400000    -0.0000000000e+00     0.0000000000e+00     1.7484086228e-02
   17.450000    -0.0000000000e+00    -0.0000000000e+00     1.5816319695e-02
   17.500000     0.0000000000e+00    -0.0000000000e+00     1.4205182552e-02
   17.550000    -0.0000000000e+00    -0.0000000000e+00     1.3713315331e-02
   17.600000    -0.0000000000e+00    -0.0000000000e+00     1.6764783130e-02
   17.650000    -0.0000000000e+00     0.0000000000e+00     1.9885989098e-02
   17.700000    -0.0000000000e+00     0.0000000000e+00     2.0127832897e-02
   17.750000     0.0000000000e+00     0.0000000000e+00     1.5669606037e-02
   17.800000     0.0000000000e+00    -0.0000000000e+00     1.1340229032e-02
